age,two_year_recid,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,y
22,0,0,1,0,1,0,1,0,0,1,1
38,1,9,13,1,0,0,1,0,0,1,0
24,1,2,57,1,1,0,1,0,1,0,1
23,0,2,71,1,1,0,1,0,0,1,0
61,0,0,-1,0,1,1,0,1,0,1,1
57,0,19,3,1,0,1,1,0,0,1,1
34,0,0,0,0,1,1,0,1,1,0,1
33,0,8,2,1,1,0,1,0,0,1,1
61,0,0,0,0,0,1,0,1,0,1,1
33,1,0,0,1,1,0,1,0,0,1,1
35,0,0,1,0,0,1,0,1,0,1,1
25,0,2,29,0,1,1,1,0,0,1,1
26,0,0,0,1,1,1,1,0,0,1,1
28,0,5,27,1,1,0,0,1,0,1,1
51,1,0,1,0,1,1,0,1,1,0,1
58,0,1,3,0,0,0,1,0,0,1,1
26,0,2,1,1,1,1,1,0,0,1,1
72,0,3,4,0,0,0,1,0,0,1,1
52,0,0,0,0,1,0,1,0,0,1,1
23,0,2,1,0,0,1,1,0,0,1,1
26,0,2,0,1,0,0,1,0,0,1,1
23,1,8,255,1,0,0,1,0,0,1,0
20,0,1,0,0,0,0,1,0,0,1,1
24,0,0,0,1,1,1,0,1,0,1,1
29,0,1,3,1,1,1,0,1,0,1,1
22,1,0,6,0,1,0,1,0,0,1,1
24,0,0,1,1,0,0,0,1,0,1,1
53,0,5,1,1,1,1,1,0,1,0,1
27,1,2,132,1,0,1,1,0,0,1,1
53,0,1,0,1,0,1,0,1,0,1,1
34,1,1,0,0,0,0,1,0,0,1,1
31,1,3,0,1,1,0,0,1,1,0,1
21,1,1,1,1,1,0,0,1,0,1,1
27,1,2,0,1,0,0,0,1,0,1,1
38,0,0,1,0,1,1,0,1,1,0,1
34,0,0,0,1,0,0,1,0,1,0,1
37,1,4,1,1,1,0,0,1,0,1,1
67,0,0,0,0,1,0,0,1,0,1,1
23,0,2,0,0,0,1,1,0,0,1,1
37,1,20,35,1,1,0,1,0,0,1,0
21,1,5,1,1,1,0,0,1,0,1,1
27,0,3,12,1,1,0,1,0,0,1,1
21,0,0,1,0,1,1,0,1,0,1,1
42,1,0,33,1,1,0,1,0,0,1,1
23,0,0,3,1,0,0,0,1,0,1,0
29,1,0,1,0,0,1,1,0,0,1,1
44,0,1,0,1,1,1,0,1,0,1,1
24,0,0,2,1,0,0,1,0,0,1,1
50,0,0,1,0,0,0,0,1,0,1,1
35,0,4,2,1,1,1,1,0,1,0,1
36,0,0,0,1,0,1,0,1,1,0,1
28,1,0,1,1,0,1,0,1,0,1,1
27,1,0,2,0,1,0,1,0,1,0,1
23,1,3,6,1,0,0,1,0,0,1,1
28,1,5,0,1,1,1,1,0,0,1,1
50,0,0,1,1,1,1,0,1,1,0,1
49,0,4,3,0,0,0,0,1,1,0,1
43,0,5,0,0,1,0,1,0,0,1,1
28,0,21,1,1,1,0,1,0,0,1,0
24,0,6,1,0,1,1,1,0,0,1,0
21,1,0,8,1,1,1,1,0,0,1,0
21,0,1,156,1,1,1,1,0,0,1,1
43,0,1,1,0,0,0,1,0,0,1,1
42,0,0,0,0,1,1,1,0,0,1,1
44,1,8,9,1,1,0,0,1,0,1,0
24,0,0,0,1,1,1,1,0,0,1,1
24,1,0,0,0,1,1,1,0,0,1,1
57,0,7,151,0,1,1,1,0,0,1,1
26,0,0,0,1,1,1,0,1,0,1,1
59,0,4,0,1,0,1,0,1,0,1,1
38,0,8,1,1,1,1,0,1,0,1,1
23,0,1,0,0,0,0,0,1,0,1,1
21,1,0,12,1,0,1,1,0,0,1,1
43,0,2,1,0,0,1,1,0,0,1,1
34,0,3,5,0,1,0,0,1,0,1,1
22,1,4,2,1,1,1,1,0,1,0,0
25,1,3,2,1,0,1,1,0,0,1,1
51,1,9,35,1,0,1,1,0,0,1,0
44,1,6,118,0,0,1,1,0,0,1,1
39,1,11,1,0,1,1,1,0,1,0,1
24,1,0,-1,1,1,0,1,0,0,1,1
20,1,2,33,1,0,0,1,0,0,1,0
34,1,2,9,0,1,0,1,0,0,1,1
21,1,0,1,0,0,0,1,0,0,1,0
46,0,9,5,1,1,1,1,0,0,1,1
27,1,0,0,1,1,1,0,1,0,1,1
35,0,4,169,0,1,1,1,0,0,1,1
50,0,0,30,0,1,1,1,0,0,1,1
29,1,1,1,0,0,1,1,0,1,0,1
54,1,6,13,1,1,0,1,0,0,1,1
29,1,1,0,1,0,1,0,1,0,1,1
43,0,0,0,0,1,0,0,1,0,1,1
41,0,0,177,1,1,1,1,0,0,1,1
29,1,4,7,0,1,1,0,1,0,1,1
43,1,11,76,0,0,0,1,0,0,1,1
44,0,0,34,1,1,1,0,1,0,1,1
41,1,5,0,0,1,0,0,1,0,1,1
27,1,0,47,0,0,0,1,0,0,1,0
24,1,2,19,1,1,1,1,0,0,1,0
26,0,1,8,0,1,1,1,0,1,0,1
23,1,2,6,1,1,0,1,0,0,1,0
43,0,9,1,1,0,0,0,1,1,0,0
20,1,0,7,1,0,0,1,0,0,1,1
69,0,0,0,0,0,0,1,0,0,1,1
22,0,0,2,0,1,1,1,0,0,1,1
20,1,0,1,0,0,1,1,0,0,1,1
28,0,0,0,0,1,0,1,0,0,1,1
57,0,0,6,0,1,1,1,0,0,1,1
26,0,1,0,0,0,0,0,1,1,0,1
55,0,2,13,0,0,0,0,1,0,1,1
59,0,1,1,1,0,1,1,0,0,1,1
23,0,1,0,1,0,1,1,0,1,0,1
33,1,4,1,0,1,0,1,0,0,1,1
21,1,0,0,0,0,1,1,0,0,1,0
21,1,0,1,1,0,0,1,0,0,1,1
24,1,3,0,1,1,0,1,0,0,1,0
22,1,1,0,0,1,0,1,0,0,1,1
24,1,3,8,0,0,0,0,1,0,1,0
36,0,1,1,0,1,0,0,1,1,0,1
21,1,0,-1,0,1,0,1,0,0,1,1
31,1,5,1,0,0,1,1,0,0,1,1
48,1,1,0,0,1,0,0,1,0,1,1
46,1,14,0,0,0,1,1,0,0,1,1
37,1,23,17,1,0,0,1,0,0,1,0
31,0,0,0,1,0,0,0,1,0,1,1
24,1,0,0,1,1,0,0,1,0,1,1
25,0,2,1,1,1,0,1,0,0,1,1
30,0,0,-1,1,1,1,1,0,1,0,1
23,1,0,0,1,0,0,1,0,0,1,1
26,1,1,2,0,1,0,1,0,0,1,1
28,0,3,1,0,0,1,1,0,0,1,1
61,0,14,1,1,0,0,0,1,0,1,1
48,0,6,1,1,1,0,1,0,0,1,1
27,1,0,0,0,1,1,0,1,1,0,0
39,0,0,2,0,1,1,0,1,0,1,1
47,0,0,0,0,1,0,0,1,1,0,1
30,1,7,2,1,0,1,0,1,0,1,0
24,1,3,44,1,1,0,1,0,0,1,0
52,1,7,0,1,1,0,0,1,0,1,1
26,1,1,1,1,0,0,1,0,1,0,1
24,1,1,75,1,1,0,1,0,0,1,1
43,0,1,1,0,0,0,0,1,0,1,1
22,1,1,15,1,1,0,1,0,0,1,1
28,0,5,0,1,1,1,1,0,1,0,0
34,0,1,3,0,0,1,0,1,1,0,1
37,0,0,0,0,0,1,1,0,0,1,1
39,0,1,1,0,1,0,1,0,0,1,1
31,0,0,2,0,0,1,0,1,0,1,1
43,0,2,0,1,0,1,1,0,0,1,1
35,0,2,14,1,1,1,1,0,1,0,1
36,0,0,1,1,1,1,1,0,0,1,0
25,0,0,0,1,1,1,1,0,0,1,1
40,1,8,0,0,0,1,1,0,0,1,1
27,0,1,1,0,0,0,0,1,0,1,1
35,1,1,0,1,0,1,1,0,0,1,1
32,0,0,0,0,0,1,0,1,0,1,1
25,1,6,1,0,0,0,0,1,0,1,1
24,0,1,1,0,1,0,1,0,0,1,1
25,1,3,5,1,1,0,1,0,0,1,1
62,0,0,2,0,1,0,0,1,0,1,1
58,1,0,1,0,1,0,1,0,1,0,1
19,1,1,3,1,1,0,1,0,0,1,1
60,0,1,1,0,1,0,0,1,0,1,1
50,1,9,28,0,0,0,0,1,0,1,1
35,0,0,101,0,0,0,1,0,0,1,1
23,0,1,1,1,1,0,1,0,0,1,1
22,1,1,0,0,1,1,1,0,0,1,1
22,1,0,1,1,0,1,1,0,0,1,0
23,1,3,44,1,1,0,1,0,0,1,0
50,0,2,1,0,0,0,1,0,0,1,1
46,0,4,1,0,0,1,1,0,0,1,1
29,1,0,0,0,0,1,0,1,0,1,1
29,1,2,1,1,1,1,1,0,0,1,1
56,0,4,7,0,0,0,1,0,0,1,1
35,1,3,9,0,0,1,0,1,0,1,1
27,0,0,1,1,0,1,0,1,0,1,1
22,1,1,1,1,1,1,0,1,0,1,1
50,1,0,35,0,1,1,1,0,0,1,1
33,1,13,0,1,0,0,1,0,0,1,1
50,0,0,0,0,0,1,1,0,0,1,1
26,0,3,0,0,1,0,0,1,1,0,1
26,1,27,10,1,1,0,0,1,0,1,0
21,1,1,2,1,0,1,1,0,0,1,1
22,1,0,21,1,0,0,0,1,0,1,0
34,0,1,2,0,1,1,1,0,1,0,1
40,1,4,0,0,1,1,1,0,0,1,1
33,0,0,7,1,0,0,0,1,1,0,0
46,0,0,0,0,0,1,0,1,1,0,1
32,0,2,109,1,0,0,0,1,0,1,0
24,1,3,0,0,0,1,1,0,0,1,0
35,1,8,10,1,1,1,1,0,0,1,1
33,1,14,2,1,0,1,1,0,0,1,0
22,1,0,1,0,1,1,1,0,1,0,1
22,1,0,6,1,1,1,1,0,1,0,1
23,1,0,0,0,1,1,1,0,0,1,0
27,0,2,0,0,1,1,0,1,0,1,1
24,1,5,0,0,0,0,1,0,0,1,1
49,0,1,0,0,1,1,0,1,1,0,1
26,1,9,1,1,0,1,0,1,0,1,1
31,1,7,3,1,0,1,1,0,0,1,1
60,1,0,3,0,0,1,0,1,0,1,1
21,0,1,0,0,0,0,1,0,0,1,0
30,1,5,180,1,0,1,1,0,0,1,1
32,0,4,0,1,1,0,1,0,0,1,1
28,0,2,2,1,1,0,0,1,0,1,1
41,0,1,1,0,1,0,1,0,0,1,1
27,1,1,0,0,0,1,1,0,0,1,1
26,0,8,2,0,1,1,1,0,0,1,1
25,1,11,531,1,1,1,0,1,0,1,0
35,0,4,11,1,0,0,1,0,0,1,1
37,0,1,1,0,0,1,1,0,1,0,1
44,1,6,194,1,0,0,1,0,0,1,1
26,0,0,1,1,1,1,1,0,0,1,1
28,0,0,0,0,1,1,1,0,0,1,1
22,1,0,0,0,0,1,1,0,0,1,1
26,0,15,42,1,0,0,1,0,0,1,0
50,0,15,1,1,1,1,0,1,0,1,0
28,0,0,1,0,1,0,0,1,0,1,1
24,1,8,49,1,1,0,1,0,0,1,1
41,0,0,1,0,0,1,1,0,0,1,1
22,1,0,1,1,0,0,1,0,0,1,1
49,0,1,1,0,1,1,1,0,1,0,1
59,0,2,12,0,1,1,1,0,0,1,1
27,1,8,17,1,0,1,1,0,0,1,1
32,0,20,0,0,0,0,1,0,0,1,0
43,0,0,1,0,1,0,0,1,1,0,1
50,1,9,1,0,0,1,0,1,0,1,1
36,1,26,0,1,1,0,1,0,0,1,0
35,1,4,353,1,0,1,1,0,0,1,0
61,0,1,-1,0,1,0,0,1,1,0,1
45,0,1,2,1,1,1,0,1,0,1,1
25,0,0,0,0,1,1,1,0,0,1,1
33,0,3,0,1,0,1,1,0,0,1,1
26,1,4,0,1,1,0,1,0,1,0,0
22,1,0,50,1,1,1,1,0,0,1,1
55,0,4,5,0,1,0,1,0,0,1,1
51,1,12,0,1,1,0,1,0,0,1,0
33,0,4,1,1,1,1,1,0,0,1,0
20,0,0,11,1,0,1,1,0,0,1,1
31,0,0,0,0,0,0,0,1,1,0,1
30,1,3,1,0,0,1,0,1,1,0,1
24,0,2,91,0,0,0,1,0,0,1,0
54,0,2,0,0,1,1,0,1,0,1,1
30,1,5,2,1,1,1,1,0,0,1,0
45,0,2,47,0,0,0,1,0,0,1,1
36,0,4,0,1,1,0,1,0,1,0,1
22,0,0,2,1,0,0,0,1,0,1,1
25,0,0,2,0,1,1,1,0,0,1,1
30,0,0,0,1,1,0,1,0,0,1,1
21,1,1,1,1,0,1,1,0,0,1,1
23,1,2,0,1,0,1,1,0,1,0,0
31,1,19,0,0,0,0,1,0,0,1,1
38,1,37,30,1,1,1,0,1,0,1,1
36,1,1,18,0,0,0,1,0,0,1,1
23,1,2,6,1,1,1,1,0,0,1,1
25,1,1,1,1,0,1,0,1,0,1,1
28,0,2,1,1,0,1,0,1,1,0,1
42,0,0,1,0,0,0,1,0,1,0,1
22,1,0,1,1,0,1,1,0,0,1,1
23,1,3,0,1,1,1,0,1,0,1,1
19,1,1,0,0,0,1,0,1,0,1,1
62,0,0,0,0,0,0,1,0,0,1,1
64,0,1,7,0,1,1,1,0,0,1,1
39,0,9,0,1,1,0,1,0,0,1,1
39,0,6,26,0,1,0,1,0,0,1,1
47,1,3,39,1,1,1,1,0,0,1,0
40,0,1,21,0,0,0,1,0,0,1,1
26,0,6,10,1,1,1,0,1,0,1,0
20,1,0,0,0,0,0,0,1,0,1,1
37,1,22,1,1,0,0,0,1,0,1,0
40,1,5,30,1,1,0,1,0,0,1,1
40,1,3,0,0,1,0,1,0,1,0,1
21,1,0,0,0,1,1,1,0,0,1,1
23,0,0,2,1,1,1,1,0,1,0,1
50,0,1,1,0,0,0,1,0,0,1,1
22,1,3,1,1,0,1,0,1,0,1,0
37,1,1,0,1,0,1,0,1,0,1,1
55,0,0,0,0,1,1,0,1,0,1,1
43,1,1,0,0,1,1,0,1,0,1,1
66,1,11,5,1,1,0,1,0,1,0,0
24,1,1,13,1,1,1,0,1,0,1,0
32,0,0,0,1,0,1,0,1,0,1,1
31,0,0,1,0,1,1,0,1,0,1,1
48,1,23,360,0,1,0,1,0,0,1,0
34,0,8,1,1,1,1,0,1,0,1,1
31,1,10,181,1,0,1,1,0,0,1,1
47,1,19,30,1,1,0,1,0,1,0,0
44,1,8,4,0,0,1,0,1,0,1,1
38,1,5,41,0,1,0,1,0,1,0,1
46,0,0,0,0,1,0,1,0,0,1,1
55,0,0,10,0,1,0,0,1,0,1,1
34,0,0,1,0,0,1,0,1,1,0,1
24,1,1,0,1,1,1,0,1,1,0,1
46,0,1,10,0,0,1,1,0,0,1,1
33,0,1,0,0,0,1,0,1,0,1,1
28,1,0,0,0,1,0,1,0,1,0,1
40,1,3,0,1,0,1,1,0,0,1,0
48,0,2,1,1,0,0,1,0,0,1,1
38,0,0,7,0,1,0,1,0,0,1,1
32,1,6,2,1,1,1,0,1,0,1,1
22,1,0,0,1,0,1,0,1,0,1,1
28,0,5,0,0,1,0,1,0,0,1,1
27,1,2,9,1,0,0,0,1,0,1,1
24,1,2,1,1,1,1,1,0,0,1,1
26,0,1,0,1,1,1,0,1,1,0,1
24,0,0,2,0,0,0,1,0,0,1,0
24,0,0,0,0,0,0,0,1,0,1,0
42,1,0,1,1,0,0,0,1,0,1,1
21,0,0,0,0,0,1,1,0,1,0,1
27,0,0,2,0,1,0,0,1,0,1,0
30,1,9,1,1,0,0,1,0,0,1,1
49,0,2,0,0,0,0,1,0,0,1,1
22,1,2,54,1,1,1,0,1,0,1,0
21,0,0,0,0,1,1,1,0,0,1,1
29,1,5,8,1,1,1,1,0,1,0,1
60,1,18,3,0,1,0,0,1,0,1,1
58,0,0,0,0,0,0,1,0,0,1,1
41,1,3,1,0,0,1,0,1,0,1,1
56,0,0,0,0,0,1,1,0,0,1,1
21,0,0,1,1,0,1,1,0,1,0,1
19,1,3,1,1,0,1,1,0,0,1,0
71,0,3,0,0,1,1,0,1,0,1,1
31,0,7,1,0,0,1,0,1,0,1,1
57,0,12,3,0,1,0,0,1,0,1,1
20,1,2,23,1,0,0,1,0,1,0,0
22,0,1,17,0,1,1,0,1,1,0,0
21,0,0,2,1,1,0,1,0,0,1,1
25,0,1,1,0,1,0,1,0,0,1,1
31,0,5,0,1,1,0,0,1,0,1,0
21,0,0,0,0,0,1,0,1,0,1,1
21,1,0,0,1,0,1,1,0,1,0,1
49,0,3,0,1,0,0,1,0,0,1,1
26,1,0,0,1,1,1,0,1,0,1,1
30,0,5,1,1,1,1,0,1,0,1,0
38,1,1,1,0,1,1,1,0,0,1,1
28,0,2,0,0,1,1,1,0,0,1,1
61,1,20,30,1,0,1,0,1,0,1,1
34,0,19,1,1,0,1,0,1,0,1,0
27,0,0,1,1,1,0,0,1,0,1,1
28,0,9,1,1,1,1,0,1,0,1,1
29,0,1,0,0,0,0,1,0,0,1,1
66,0,3,2,1,1,0,1,0,0,1,1
36,1,1,39,0,1,1,0,1,0,1,0
26,1,0,5,0,1,1,0,1,0,1,1
57,0,0,0,1,1,0,0,1,0,1,1
30,0,3,2,0,0,1,0,1,0,1,1
59,0,1,0,0,1,1,0,1,0,1,1
38,0,0,1,1,0,0,0,1,1,0,1
21,0,1,3,1,0,0,1,0,0,1,1
50,0,0,0,1,1,1,0,1,0,1,1
47,1,28,117,0,0,0,1,0,1,0,0
21,0,1,0,0,1,1,1,0,0,1,1
29,0,2,50,1,0,0,0,1,0,1,1
37,1,7,6,0,1,0,1,0,1,0,1
34,1,7,0,1,1,0,1,0,0,1,1
30,0,0,1,0,1,0,1,0,1,0,1
23,1,0,0,1,0,1,1,0,1,0,1
33,0,1,20,0,1,1,1,0,0,1,1
21,0,0,0,0,1,1,0,1,1,0,1
40,0,3,13,1,1,0,1,0,0,1,1
23,1,3,43,1,0,0,1,0,0,1,1
40,0,0,1,0,0,0,1,0,1,0,1
26,0,3,0,0,0,0,0,1,0,1,0
35,0,9,1,1,0,0,1,0,0,1,1
48,0,2,4,0,1,0,0,1,0,1,0
21,1,0,1,1,0,0,1,0,0,1,0
61,0,0,0,0,0,1,0,1,0,1,1
33,1,5,0,1,0,0,1,0,0,1,1
24,1,1,0,1,1,1,1,0,0,1,1
61,0,0,0,0,0,0,0,1,1,0,1
22,0,1,1,1,1,0,1,0,0,1,1
26,0,0,2,1,0,0,1,0,0,1,1
25,0,6,0,1,0,0,0,1,0,1,1
21,0,0,7,0,0,0,1,0,0,1,0
64,1,1,0,1,1,0,0,1,1,0,1
26,0,0,0,0,0,0,0,1,0,1,1
28,1,9,1,1,1,1,1,0,0,1,0
57,0,27,9,1,1,1,0,1,0,1,0
20,0,1,2,1,0,0,1,0,0,1,1
30,0,0,1,0,1,1,1,0,0,1,1
52,0,0,0,1,0,1,1,0,0,1,1
41,1,9,0,0,1,1,0,1,1,0,1
49,0,8,24,0,1,1,1,0,0,1,1
34,0,5,1,0,1,0,0,1,0,1,1
34,1,0,33,1,1,1,1,0,0,1,0
21,0,1,-1,0,0,0,1,0,0,1,0
28,1,9,8,0,0,1,1,0,0,1,0
26,0,0,0,1,1,1,1,0,1,0,1
28,0,1,1,1,1,1,0,1,0,1,1
31,1,6,31,1,0,0,1,0,0,1,0
29,0,0,1,0,1,1,1,0,0,1,1
27,0,0,1,0,0,0,0,1,0,1,1
45,1,17,46,1,0,1,1,0,0,1,1
23,1,0,5,1,1,0,1,0,0,1,1
57,0,19,117,1,1,0,1,0,0,1,1
43,1,1,31,1,0,0,1,0,0,1,1
23,1,1,120,1,1,0,1,0,0,1,1
32,0,0,0,0,1,0,1,0,1,0,1
23,0,0,1,0,0,0,1,0,0,1,1
28,1,2,2,0,1,1,1,0,0,1,1
49,0,3,3,1,0,1,1,0,0,1,1
31,1,16,0,1,1,1,1,0,0,1,0
45,0,1,0,0,0,0,1,0,0,1,1
25,0,1,42,0,0,0,0,1,0,1,1
27,0,2,0,0,0,0,1,0,0,1,1
37,1,13,0,1,0,0,1,0,0,1,0
24,0,1,0,1,1,0,1,0,1,0,1
29,0,1,-1,1,1,0,0,1,1,0,1
32,0,5,9,1,0,0,1,0,0,1,1
29,0,0,2,1,1,1,1,0,1,0,1
33,1,6,152,0,0,0,1,0,0,1,1
37,1,3,83,0,1,1,1,0,0,1,1
39,0,5,18,0,0,0,1,0,0,1,1
28,1,16,1,1,0,0,1,0,0,1,0
27,0,3,1,1,1,1,0,1,0,1,1
25,0,2,64,0,1,1,0,1,0,1,1
26,1,2,199,0,0,0,1,0,0,1,1
47,0,0,1,0,0,0,0,1,0,1,1
38,1,1,77,1,0,0,1,0,0,1,1
34,1,2,0,0,0,0,1,0,0,1,1
20,1,0,0,1,0,1,1,0,0,1,1
64,0,0,0,0,0,1,0,1,1,0,1
51,1,0,1,1,0,0,1,0,0,1,1
27,1,4,-1,1,0,1,0,1,0,1,1
46,1,6,22,0,0,1,1,0,0,1,1
35,0,2,13,0,1,1,1,0,0,1,1
27,1,2,1,1,0,0,1,0,0,1,0
29,1,20,56,0,0,1,1,0,1,0,0
21,1,2,140,1,0,0,1,0,0,1,0
38,0,0,0,0,0,0,1,0,0,1,1
24,1,3,1,1,0,0,1,0,0,1,1
23,1,1,3,1,0,0,1,0,0,1,1
47,1,23,403,1,0,1,1,0,0,1,1
50,0,7,0,1,0,1,1,0,0,1,1
67,0,0,1,1,1,1,1,0,1,0,1
32,1,16,0,1,0,0,1,0,0,1,0
31,0,2,2,1,0,0,0,1,1,0,1
56,0,6,0,0,1,0,1,0,0,1,1
25,1,1,0,0,1,1,0,1,1,0,1
45,0,1,2,1,0,1,1,0,0,1,1
35,1,1,0,0,0,0,0,1,0,1,1
52,0,1,0,0,0,0,1,0,0,1,1
38,0,10,0,1,0,0,0,1,0,1,1
57,1,0,0,1,1,0,1,0,0,1,1
37,0,2,12,0,0,0,0,1,0,1,1
23,1,1,28,1,1,1,1,0,1,0,1
42,1,0,7,1,1,1,1,0,0,1,1
51,1,0,30,1,1,0,0,1,0,1,1
33,0,10,1,0,1,1,0,1,0,1,1
56,1,7,194,0,1,1,1,0,0,1,1
23,0,1,2,1,1,0,1,0,0,1,0
21,0,1,4,1,1,0,1,0,1,0,0
25,1,2,0,0,1,1,0,1,1,0,1
53,1,3,5,1,1,0,1,0,0,1,1
30,0,0,0,1,0,1,0,1,1,0,1
69,0,0,0,0,1,0,0,1,0,1,1
23,0,0,2,1,1,0,1,0,0,1,1
25,0,9,2,1,0,0,1,0,0,1,1
30,0,2,0,1,0,1,1,0,0,1,1
23,0,1,35,1,0,0,1,0,0,1,1
57,0,11,140,1,1,1,1,0,0,1,1
29,1,0,1,1,1,0,0,1,0,1,0
28,0,1,0,0,1,0,1,0,1,0,1
41,0,9,9,0,0,0,1,0,0,1,1
30,0,0,1,0,1,0,0,1,0,1,1
49,0,1,-1,1,0,1,0,1,0,1,1
32,0,0,0,0,0,0,1,0,0,1,1
51,0,2,1,0,1,1,1,0,0,1,1
42,0,1,2,0,1,0,0,1,0,1,1
50,1,12,1,1,0,0,1,0,0,1,1
52,1,1,3,0,0,0,1,0,0,1,1
34,0,5,2,1,0,0,0,1,0,1,1
26,0,0,1,0,1,1,0,1,0,1,1
25,1,5,101,0,0,0,1,0,0,1,1
30,0,4,7,1,1,0,1,0,0,1,1
57,1,16,12,1,1,0,0,1,0,1,1
34,0,1,1,1,1,1,1,0,0,1,1
22,1,3,16,1,0,1,1,0,0,1,1
41,1,19,42,0,0,0,1,0,0,1,0
41,1,1,57,0,1,1,1,0,0,1,1
48,0,9,1,0,1,0,1,0,0,1,1
47,1,22,3,0,1,0,1,0,0,1,0
29,1,17,15,1,0,1,1,0,0,1,0
24,0,0,0,0,0,1,0,1,0,1,1
26,1,3,33,1,1,0,1,0,0,1,0
20,1,0,1,0,0,1,1,0,0,1,1
49,0,3,0,0,0,0,1,0,0,1,1
41,0,0,1,1,1,1,0,1,1,0,1
36,0,1,0,0,1,1,1,0,0,1,1
22,1,2,1,1,1,1,1,0,0,1,1
38,0,1,8,1,1,1,0,1,0,1,1
33,0,0,1,1,1,0,0,1,1,0,1
27,1,0,27,0,0,0,1,0,0,1,0
20,1,3,1,0,1,0,0,1,0,1,1
33,1,2,0,0,1,1,1,0,0,1,1
41,1,1,0,0,1,1,1,0,0,1,1
38,1,2,7,0,0,1,1,0,0,1,1
26,1,4,0,1,1,0,1,0,1,0,1
36,1,16,0,1,0,1,1,0,0,1,1
51,1,8,3,1,0,0,0,1,0,1,1
28,1,1,0,0,1,1,1,0,0,1,1
24,1,2,24,1,1,1,0,1,0,1,0
22,1,0,0,1,1,1,1,0,0,1,1
27,1,4,50,1,1,0,1,0,0,1,1
55,1,5,3,1,1,1,1,0,0,1,1
37,0,3,2,0,0,0,1,0,0,1,1
58,0,1,-1,0,1,0,0,1,1,0,1
48,0,0,0,1,0,0,0,1,1,0,1
59,0,2,18,0,0,0,1,0,0,1,1
54,0,1,3,0,0,1,0,1,1,0,1
30,0,7,17,0,0,1,0,1,1,0,1
38,0,1,0,0,0,1,1,0,0,1,1
31,0,0,0,1,0,0,1,0,0,1,1
22,0,3,0,1,0,0,1,0,0,1,1
20,1,0,1,0,0,1,1,0,0,1,1
25,1,1,1,1,0,0,1,0,0,1,0
55,0,0,0,1,1,0,1,0,0,1,1
59,1,20,198,0,0,0,1,0,0,1,1
32,0,8,1,1,0,1,1,0,0,1,0
32,1,5,0,1,0,1,1,0,0,1,1
52,1,17,29,1,1,0,1,0,0,1,1
39,0,0,0,1,1,0,0,1,0,1,1
27,1,10,14,1,1,0,1,0,1,0,0
31,1,4,1,0,1,1,1,0,0,1,0
34,0,3,10,0,1,1,0,1,1,0,1
51,1,0,2,1,0,1,1,0,0,1,1
22,1,1,17,0,0,1,1,0,0,1,1
33,0,0,1,0,0,0,1,0,1,0,1
30,0,0,0,0,1,0,0,1,0,1,1
61,0,1,0,0,1,1,0,1,0,1,1
23,0,0,0,1,0,1,0,1,0,1,0
32,0,0,6,0,1,1,0,1,0,1,1
41,0,9,2,1,1,0,0,1,0,1,0
21,0,0,0,1,0,0,1,0,1,0,1
45,0,0,0,1,0,1,1,0,1,0,1
21,1,3,6,1,0,1,1,0,0,1,0
26,0,1,1,1,1,0,1,0,0,1,1
21,1,1,1,1,1,1,1,0,0,1,1
26,0,0,0,1,1,0,0,1,0,1,1
28,0,2,0,0,1,0,1,0,0,1,1
25,0,0,0,1,1,0,1,0,0,1,1
53,0,0,1,1,0,1,1,0,1,0,1
26,0,1,1,1,0,1,1,0,0,1,1
35,0,1,0,1,0,0,1,0,0,1,1
40,1,15,65,1,0,1,1,0,1,0,1
23,0,0,1,1,0,0,1,0,0,1,1
30,1,6,0,0,1,1,0,1,0,1,1
20,1,1,5,0,0,0,1,0,0,1,0
52,0,0,0,0,0,1,1,0,0,1,1
34,1,0,29,0,1,0,0,1,0,1,1
40,0,3,40,0,1,0,0,1,0,1,1
24,1,5,1,1,0,1,1,0,0,1,1
22,0,0,-1,0,0,1,1,0,0,1,1
24,1,8,12,0,1,0,1,0,0,1,1
52,0,0,0,1,0,1,0,1,0,1,1
21,1,0,4,0,0,1,1,0,0,1,0
31,0,1,1,1,0,0,0,1,0,1,1
36,0,2,0,1,0,0,0,1,1,0,1
57,0,0,1,0,1,1,0,1,0,1,1
39,1,0,1,0,0,0,1,0,1,0,1
30,0,0,0,0,0,1,0,1,0,1,1
19,1,1,434,1,1,0,1,0,1,0,0
29,0,8,5,1,0,0,0,1,0,1,0
24,0,1,0,1,0,1,1,0,0,1,1
22,0,3,128,1,1,0,1,0,0,1,1
27,0,0,1,0,0,0,1,0,0,1,1
50,0,1,0,0,1,1,1,0,0,1,1
23,0,2,0,0,1,1,0,1,1,0,1
29,0,7,1,1,0,0,1,0,0,1,0
34,1,12,3,0,0,1,1,0,1,0,0
24,0,1,0,1,0,1,0,1,0,1,1
58,0,10,0,0,1,0,0,1,0,1,1
43,1,0,1,1,1,1,1,0,0,1,1
46,1,2,0,0,1,1,1,0,0,1,1
23,0,0,0,1,0,0,1,0,1,0,1
29,0,0,0,1,0,1,1,0,1,0,1
43,1,0,0,1,0,1,1,0,0,1,1
26,1,1,13,1,0,1,0,1,0,1,1
32,1,2,32,0,1,0,1,0,1,0,0
