population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_one,unrelated_column_two,response
44922,2.63,14.49,82.31,2.79,0.8,20.71,38.51,24.46,8.8,0,0.0,26394,81.02,1.11,36.1,21.71,5.47,11.74,35633,12983,14030,7551,10886,10868,12255,6525,15.99,10.5,23.03,27.24,5.97,64.7,19.64,25.58,15.19,27.63,8.6,40.91,12.4,10.61,3.02,70.01,66.06,80.64,68.79,69.2,74.64,1569,5.68,1315,22.51,38.33,52.62,61.06,0.66,1.12,1.54,1.79,95.34,0.86,3.24,1.98,2.38,2.63,2.15,52.6,2.5,53.5,2,1598,91.46,47.57,2.32,20.34,1974,5.05,0.43,57400,78200,103800,46400,263,326,393,130,388,27.2,20.9,13.1,44,2,2.93,63.58,36.57,65.04,84.18,31.5,1428.3,0.09,0,0,0
50553,2.73,1.37,90.67,5.78,6.69,14.08,26.43,12.45,4.85,50553,100.0,59458,89.33,0.5,55.48,11.96,2.83,11.76,64486,24812,25089,19410,19812,23598,18337,1212,2.41,1.51,7.0,37.16,3.06,76.54,16.44,20.59,6.41,37.93,8.8,27.57,12.2,10.53,3.11,83.52,82.85,92.01,81.55,59.88,70.94,196,0.64,3758,10.35,15.7,23.63,29.38,0.77,1.17,1.76,2.18,90.75,0.78,3.06,2.32,2.73,2.91,2.29,74.9,1.73,32.64,3,872,95.49,70.17,0.34,11.93,1977,0.24,0.07,250200,297200,372400,122200,657,760,942,285,836,26.9,26.4,11.3,0,1,7.43,51.6,41.35,65.55,84.85,16.8,3009.8,1.65,0,1,1
21700,2.94,6.71,64.19,0.59,41.86,16.17,29.12,14.57,11.21,0,0.0,21433,75.2,4.11,32.99,28.78,9.2,9.87,24965,10264,13193,5663,9385,4364,4986,4705,22.58,19.87,37.63,13.92,8.0,59.74,15.63,22.55,17.03,20.17,8.75,25.05,11.1,9.99,3.4,77.3,70.4,86.08,82.73,59.78,66.11,494,2.65,1485,12.86,15.08,23.5,37.04,0.88,1.03,1.61,2.53,63.22,6.55,10.32,7.68,2.85,2.82,2.89,59.83,11.36,50.7,2,772,90.53,60.47,7.38,51.55,1962,14.49,0.49,27300,40900,63300,36000,188,255,326,138,326,25.0,19.4,12.8,0,0,6.89,76.31,50.27,77.25,92.09,13.5,1608.4,0.0,1,1,0
30206,2.69,27.22,65.22,0.79,9.64,15.25,27.47,13.94,13.37,0,0.0,22357,71.95,1.14,31.87,30.15,7.75,14.47,27833,12527,15518,6405,5003,32622,9308,6133,20.94,13.67,31.05,18.83,6.37,55.7,20.98,28.59,18.38,25.05,11.06,26.28,14.36,12.84,3.2,70.39,64.41,76.94,68.8,61.92,69.31,826,3.28,1576,15.93,24.56,39.85,49.94,0.83,1.28,2.08,2.61,90.33,2.23,6.74,4.74,2.61,2.64,2.57,61.12,6.66,47.49,3,1266,89.86,60.46,4.19,43.52,1968,8.01,0.6,30900,47800,69300,38400,204,274,347,143,350,25.0,18.6,13.6,39,0,5.22,79.43,50.5,80.94,94.94,24.4,1236.1,0.41,0,1,0
574283,2.51,25.59,62.84,5.29,10.79,15.09,35.85,19.45,10.05,574283,100.0,29180,76.69,0.44,36.87,21.15,11.94,11.92,34377,15581,18939,10420,9319,9406,8364,102092,18.71,10.34,24.3,30.0,8.32,60.86,9.91,34.71,9.63,32.71,8.56,55.03,11.76,10.24,3.19,52.51,48.77,61.67,53.24,57.36,62.98,40383,11.24,114597,23.72,33.9,45.38,55.29,4.73,6.77,9.05,11.03,74.42,6.36,8.4,4.46,2.37,2.64,2.25,34.36,6.88,68.27,2,22399,91.07,30.88,6.94,38.17,1939,3.36,0.85,131300,161400,193400,62100,326,546,735,409,625,28.4,22.6,14.1,2245,218,19.95,51.26,47.82,71.68,79.69,50.2,11447.7,32.2,1,1,0
43627,2.49,13.95,83.95,0.79,2.04,13.24,28.17,13.42,11.67,43627,100.0,25291,79.51,0.66,35.8,25.94,6.72,12.01,30251,13331,14378,7583,10467,10822,8110,5332,12.5,8.56,28.27,13.69,5.01,66.53,43.45,13.8,29.38,17.86,14.46,28.56,17.13,15.89,3.04,63.78,59.36,67.86,68.34,65.23,75.19,2102,6.16,1159,19.41,24.33,30.97,40.64,0.52,0.65,0.82,1.08,94.51,0.62,4.64,3.05,2.45,2.59,2.27,59.14,2.57,53.2,2,1628,91.5,55.94,1.17,24.82,1955,11.94,0.14,37700,49200,68200,30500,251,333,392,141,388,24.4,17.0,12.0,58,9,2.66,61.84,48.86,81.37,86.17,17.8,2457.0,1.0,0,0,0
31100,2.81,0.62,71.93,19.51,18.85,14.02,25.54,12.49,13.07,31100,100.0,38789,77.21,0.7,47.84,25.51,5.24,16.1,44768,16107,17489,11831,18713,12503,13138,1693,5.56,6.25,16.88,21.91,4.6,62.0,14.86,22.57,10.55,29.15,8.17,30.63,13.45,10.98,3.23,77.0,74.43,85.17,79.64,59.71,66.44,403,1.8,7473,16.46,27.54,40.06,51.91,3.95,6.62,9.63,12.47,67.85,7.0,6.59,4.88,2.77,2.85,2.63,65.56,9.41,54.62,2,493,95.73,63.74,2.64,27.38,1954,2.02,0.41,203700,255900,314100,110400,504,641,830,326,716,29.0,23.1,11.6,0,0,24.03,49.88,57.27,87.66,90.2,4.2,7483.2,2.93,1,0,0
21082,2.53,1.27,96.3,2.17,0.87,12.15,23.61,11.16,12.52,21082,100.0,45424,81.93,0.64,65.18,22.22,3.23,19.72,53937,21790,21814,17153,22049,23487,16675,774,3.74,2.35,7.79,40.27,2.44,66.01,21.4,29.05,6.43,49.24,6.18,24.93,9.96,8.2,2.94,83.18,83.8,88.81,85.66,59.73,70.65,192,1.26,828,13.04,16.79,20.65,24.15,0.51,0.66,0.81,0.95,94.74,0.6,2.12,1.54,2.45,2.66,1.95,77.08,0.36,37.4,3,473,94.63,71.17,0.42,29.6,1974,0.19,0.35,88000,111700,139800,51800,379,450,536,157,529,21.7,18.6,11.9,0,0,3.93,60.31,48.6,78.36,87.04,9.3,2274.5,1.39,1,1,1
11353,2.52,6.99,91.52,0.56,0.97,13.92,25.6,13.6,14.52,0,0.0,26684,73.1,0.62,37.72,30.76,8.87,19.18,34317,12412,12641,8765,13890,17426,15943,1278,11.61,7.84,26.21,12.16,7.28,58.84,38.66,17.51,27.57,19.75,10.87,25.82,13.66,12.37,3.02,72.06,69.54,80.47,78.56,59.25,73.35,176,1.88,98,44.9,44.9,44.9,51.02,0.39,0.39,0.39,0.44,97.62,0.39,3.86,2.61,2.44,2.55,2.24,64.87,1.62,48.69,3,264,94.47,61.84,0.38,42.42,1953,7.4,0.94,39100,53500,71500,32400,196,258,316,120,342,21.5,14.7,12.4,6,0,0.86,81.7,52.71,80.07,91.47,6.4,1775.0,1.03,0,0,1
16317,2.44,19.32,80.12,0.26,0.44,13.97,26.67,13.37,15.05,0,0.0,20053,70.06,1.25,26.0,31.19,14.06,11.83,25961,11400,12650,5998,32642,7336,12704,3597,22.74,25.26,44.8,11.96,7.35,54.78,37.87,17.73,28.36,20.69,13.92,23.16,16.81,15.51,2.95,63.43,57.94,71.1,60.16,60.58,67.88,627,4.2,69,50.72,50.72,50.72,50.72,0.21,0.21,0.21,0.21,98.42,0.18,2.91,1.97,2.36,2.41,2.3,55.02,2.33,54.89,2,345,95.1,53.84,2.32,26.38,1965,10.84,1.31,30900,44700,68100,37200,141,217,291,150,311,25.9,16.2,13.1,0,0,0.42,75.9,50.67,81.63,91.08,11.5,1417.4,0.0,0,1,0
50961,2.23,16.22,81.99,0.69,4.73,10.72,22.78,11.3,21.45,50978,100.0,24884,65.37,0.45,45.23,40.1,5.56,18.68,30236,16151,18170,6604,9891,8046,9055,6500,13.25,7.79,23.64,21.0,4.69,55.05,8.58,23.37,10.18,24.92,15.18,30.93,17.66,16.51,2.73,55.96,50.44,61.32,57.17,65.83,74.7,1902,4.87,3297,10.01,17.05,22.72,29.69,0.65,1.1,1.47,1.92,91.07,1.38,3.36,1.98,2.14,2.11,2.19,55.93,3.95,70.12,2,4152,84.61,56.88,2.91,24.86,1967,7.96,0.3,55700,71600,107800,52100,317,411,509,192,492,28.6,23.0,12.2,84,7,6.47,27.13,45.21,73.63,81.08,15.2,3363.3,1.55,1,1,0
19025,2.88,5.82,84.31,4.03,14.51,12.69,26.18,12.71,14.07,19025,100.0,40268,78.35,0.33,42.52,32.75,5.42,21.49,44515,15024,16038,8252,500,13567,10399,1586,8.35,13.0,30.57,9.26,6.58,60.61,23.16,14.21,21.06,18.4,6.78,32.57,8.72,7.78,3.29,75.42,68.91,81.33,77.72,45.69,61.24,573,3.95,2495,16.83,21.4,29.22,37.84,2.21,2.81,3.83,4.96,72.29,5.21,6.57,5.14,2.87,2.95,2.69,72.64,4.29,40.48,3,210,96.92,70.82,6.19,51.9,1955,2.61,0.4,126600,148500,169200,42600,325,530,630,305,587,25.2,23.3,14.9,0,0,13.11,67.56,65.87,82.28,93.1,4.5,4209.8,3.92,1,1,0
10968,2.61,1.07,96.7,0.82,2.84,13.42,27.01,12.17,12.49,0,0.0,29978,80.25,1.33,42.3,29.61,4.5,13.43,35328,14633,14853,9787,11013,6831,10904,943,8.77,8.12,23.7,17.85,3.47,65.28,38.62,17.61,23.15,22.09,9.28,24.41,13.57,11.6,3.11,76.22,75.11,79.9,79.25,61.41,70.86,234,2.53,239,11.3,35.15,35.15,48.12,0.25,0.77,0.77,1.05,95.17,0.86,5.14,3.64,2.55,2.71,2.25,68.82,2.64,46.31,3,291,93.53,64.75,0.69,26.46,1956,7.49,0.51,41800,56700,83100,41300,233,301,364,131,401,24.2,17.1,12.5,21,0,2.18,69.04,51.7,84.47,92.01,9.8,1122.4,0.35,0,1,1
19380,2.62,3.86,94.87,0.92,1.28,13.11,28.55,13.05,9.4,19308,99.63,38410,85.57,0.3,43.24,21.49,3.06,14.06,43531,17276,17340,14565,6288,21284,38203,1008,5.25,5.42,20.42,18.2,3.88,68.6,19.66,20.95,15.36,26.33,9.78,29.53,11.05,10.44,3.15,80.07,78.18,88.19,77.27,56.32,67.33,363,2.66,496,9.48,10.89,10.89,12.9,0.24,0.28,0.28,0.33,94.1,0.49,4.1,2.88,2.6,2.88,1.94,77.48,1.53,45.42,3,231,96.98,69.85,1.73,30.3,1968,1.27,0.26,79900,101300,132200,52300,430,481,537,107,548,23.8,20.7,13.6,7,0,2.56,60.88,57.69,81.26,92.54,16.5,1176.9,2.69,0,0,1
12133,2.48,0.22,97.96,1.01,1.71,12.59,27.59,12.87,13.06,0,0.0,30907,80.84,0.63,47.59,29.2,4.71,14.49,34865,14692,14848,10400,11825,7780,10607,698,5.78,9.96,29.71,12.8,2.28,71.03,34.1,16.79,27.69,17.27,8.84,24.92,11.36,10.17,2.97,80.64,78.21,86.08,76.64,73.74,81.25,184,2.21,275,9.82,13.45,16.0,27.64,0.22,0.3,0.36,0.63,94.93,0.84,2.64,1.84,2.47,2.65,2.2,63.67,1.35,40.78,3,153,96.97,59.24,0.65,24.18,1954,1.92,0.38,63200,79200,97800,34600,281,352,414,133,430,23.3,22.2,12.6,0,0,2.27,83.66,51.82,86.79,94.22,3.7,3253.5,0.09,1,0,1
16919,2.41,0.58,98.5,0.53,1.3,11.09,22.96,10.71,14.97,3166,18.71,39651,77.8,0.92,58.4,29.96,3.74,20.75,46720,20808,20815,18001,10674,32406,12280,756,4.49,7.94,19.73,26.56,5.0,64.74,27.93,22.01,10.69,30.92,8.72,27.57,10.52,9.64,2.93,80.79,79.48,92.79,78.37,64.68,71.59,117,0.9,978,2.86,10.22,11.45,13.5,0.17,0.59,0.66,0.78,91.78,1.78,2.86,1.98,2.4,2.53,2.11,72.47,0.8,40.78,3,906,88.56,68.7,0.88,45.14,1952,1.07,0.64,129500,169800,241200,111700,361,495,632,271,588,24.1,22.9,13.1,4,0,5.78,37.34,60.51,83.99,86.59,40.1,422.1,0.95,0,1,1
30685,2.62,24.37,75.19,0.27,0.51,13.85,26.79,12.33,10.84,0,0.0,27871,80.6,1.02,32.07,23.5,6.7,10.94,34441,14083,16488,6539,9329,19453,8761,3777,12.61,8.03,23.94,21.88,4.5,65.44,25.83,22.78,17.96,28.36,10.48,25.76,14.5,12.67,3.1,69.89,65.05,75.22,76.26,69.37,74.19,970,4.33,158,3.8,12.03,24.68,56.33,0.02,0.06,0.13,0.29,97.89,0.28,4.03,2.87,2.56,2.68,2.36,64.1,2.95,41.58,3,630,94.89,61.08,1.59,41.11,1969,6.92,0.28,45700,62400,87600,41900,175,264,328,153,337,22.8,18.1,12.6,25,1,0.51,75.42,48.7,77.96,89.72,53.0,579.1,0.1,1,1,1
21385,2.45,9.01,90.36,0.31,0.43,14.41,27.55,14.17,13.71,0,0.0,19749,71.26,0.79,28.36,32.26,10.75,14.15,23930,10490,10853,6778,6379,18515,15397,4148,20.09,23.93,42.63,11.21,7.93,53.03,41.63,17.43,29.02,16.04,12.87,26.51,17.14,15.19,2.92,64.29,58.72,65.86,65.29,59.12,64.45,539,3.05,129,5.43,24.03,31.78,31.78,0.03,0.14,0.19,0.19,97.5,0.12,2.9,2.01,2.37,2.44,2.28,59.44,2.18,52.03,2,533,94.24,57.74,0.56,30.21,1966,12.51,0.36,32400,43500,63200,30800,137,206,265,128,278,23.3,19.7,12.6,24,0,0.6,77.1,52.95,84.37,93.64,16.4,1302.4,0.0,0,1,0
19381,2.62,33.28,64.82,1.01,2.36,14.37,25.07,11.91,13.68,0,0.0,22664,69.85,0.84,35.15,33.27,10.09,19.75,27385,11124,13682,6364,14690,5771,8800,4339,22.73,10.18,28.99,17.68,8.22,50.13,23.73,26.94,15.83,25.2,12.17,24.32,14.82,13.59,3.11,63.26,57.97,66.69,66.69,53.98,58.77,999,5.6,287,18.12,21.6,25.44,30.31,0.27,0.32,0.38,0.45,93.32,1.17,4.9,3.63,2.59,2.62,2.55,61.53,4.68,43.19,3,1146,86.57,60.86,19.11,52.18,1959,7.47,0.18,28500,40600,61200,32700,161,261,319,158,336,25.4,17.1,13.4,12,0,1.48,64.58,58.69,86.0,93.58,22.2,873.0,0.0,0,1,0
13038,2.19,1.4,93.83,3.83,2.8,8.09,16.37,6.94,11.78,13038,100.0,55748,74.89,0.94,68.97,21.92,2.85,16.3,70587,36057,37086,27545,27750,17930,26817,422,3.28,1.37,3.62,59.33,2.76,68.44,6.5,34.78,2.6,55.12,13.64,30.12,20.07,17.18,2.77,73.56,75.32,90.99,66.96,65.45,70.37,184,2.63,1439,7.78,10.35,16.61,22.1,0.86,1.14,1.83,2.44,91.15,0.48,2.35,1.31,2.16,2.33,1.84,70.35,1.13,46.83,3,184,97.0,65.21,0.0,23.37,1956,0.15,0.0,326200,445300,500001,173801,617,836,1001,384,879,32.1,27.0,12.2,0,1,11.04,47.3,53.67,73.92,90.99,4.8,2693.8,13.1,1,1,1
30354,2.53,7.17,91.55,0.47,1.44,15.82,29.16,15.93,13.24,0,0.0,22894,75.67,0.69,33.29,28.73,8.61,13.53,28715,12265,12638,7845,6815,10781,11329,5054,17.38,18.61,33.81,17.07,5.58,58.95,32.95,22.42,23.06,25.1,10.62,26.44,13.99,12.46,2.94,72.7,68.83,77.88,77.5,61.17,69.82,763,3.1,464,17.46,22.84,31.47,36.21,0.27,0.35,0.48,0.55,96.7,0.79,2.97,2.05,2.41,2.56,2.23,58.41,2.31,49.64,3,1054,91.92,55.06,0.28,19.92,1969,8.66,0.37,41500,60900,85400,43900,178,247,314,136,319,24.8,20.0,12.9,2,0,1.53,63.19,47.33,77.47,84.41,20.5,1477.2,0.05,1,1,0
15076,2.41,0.27,94.75,1.57,2.71,12.56,23.26,10.77,16.14,0,0.0,21579,69.71,0.3,37.59,35.11,8.69,20.8,26411,11240,11442,9375,4914,7393,5329,2582,17.44,7.53,23.06,13.82,9.82,52.58,13.45,24.7,15.98,23.49,13.4,23.65,16.96,15.27,2.88,66.58,63.44,72.64,66.73,61.42,67.43,143,1.1,388,17.01,22.94,31.96,35.82,0.44,0.59,0.82,0.92,95.71,0.6,3.78,2.51,2.37,2.4,2.32,58.24,3.25,52.9,2,365,94.48,57.47,3.84,36.99,1961,5.88,0.24,35800,47800,66100,30300,210,275,337,127,338,25.4,19.0,15.0,13,0,2.56,46.0,37.99,70.49,82.34,11.0,1375.0,0.0,1,0,1
33836,2.84,0.6,97.42,1.56,0.87,11.98,25.77,12.76,14.6,33836,100.0,44734,78.19,0.16,49.26,32.26,5.13,23.45,51920,18624,18710,14764,6995,16484,13342,1344,4.1,3.72,12.43,23.41,6.7,61.7,12.7,23.04,9.07,30.98,5.32,33.26,8.09,6.81,3.24,81.9,80.44,90.9,83.96,58.24,67.91,312,1.16,2240,5.71,7.63,10.04,13.44,0.38,0.51,0.66,0.89,92.77,0.8,5.92,4.49,2.76,2.96,2.11,82.16,1.02,34.38,3,275,97.74,76.68,2.55,34.18,1952,0.32,0.06,142800,168700,207700,64900,398,577,734,336,647,26.0,18.5,13.0,0,2,6.62,83.54,73.34,89.3,96.85,14.4,2351.7,7.87,0,0,0
74111,2.46,0.35,97.11,1.25,0.73,16.64,35.16,20.33,8.58,74115,100.0,25326,83.69,2.93,47.11,19.3,4.21,10.31,34269,13554,13727,8852,5344,8011,5174,9603,13.68,5.52,11.27,30.24,4.18,68.51,6.89,31.55,11.37,29.43,7.29,40.87,9.94,8.64,3.0,79.35,79.7,86.6,80.7,74.32,78.51,751,1.64,1474,23.68,33.58,46.68,53.93,0.47,0.67,0.93,1.07,95.21,0.43,2.59,1.54,2.32,2.77,1.91,57.42,1.67,59.32,2,1562,95.07,48.1,0.45,25.61,1971,2.66,0.19,54500,70300,93700,39200,241,321,387,146,355,25.2,20.7,12.8,125,15,1.99,58.82,40.72,67.97,81.39,30.9,2399.3,1.41,0,1,1
15571,2.51,0.3,98.16,0.57,0.5,14.14,25.06,12.73,14.53,0,0.0,22146,75.5,3.68,50.82,33.64,7.67,15.82,30041,11401,11497,1336,4614,13411,15791,1684,11.72,15.87,24.31,19.23,3.94,61.89,9.98,38.92,10.61,26.32,8.45,30.14,11.21,9.93,2.98,76.11,75.93,79.11,80.83,79.82,84.28,150,1.1,203,16.26,22.66,27.59,30.54,0.21,0.3,0.36,0.4,92.99,0.25,3.07,1.97,2.33,2.64,1.88,66.79,1.31,51.31,2,537,92.03,58.79,2.79,55.68,1962,3.05,0.52,35000,47100,60200,25200,183,252,316,133,287,24.8,19.9,12.6,2,1,1.3,73.27,52.92,79.68,90.77,11.5,1351.2,0.72,1,0,1
28653,3.45,0.16,75.37,0.15,80.08,18.57,29.66,14.96,13.32,28653,100.0,17489,66.89,1.91,27.75,37.11,16.45,15.65,19304,6887,7587,11243,34652,480,5133,10670,37.33,34.49,47.39,12.19,12.14,44.13,9.34,24.56,15.48,19.89,4.96,28.75,9.58,7.43,3.8,74.52,68.65,80.79,77.7,48.72,54.71,496,1.85,6280,12.52,17.8,24.55,35.08,2.74,3.9,5.38,7.69,25.82,18.2,16.61,14.03,3.42,3.37,3.54,70.55,21.68,59.38,2,2343,78.02,71.55,2.6,24.29,1977,11.46,2.39,26200,40100,59800,33600,99,182,271,172,247,27.4,21.6,12.7,0,0,21.92,58.8,61.69,86.23,91.26,14.4,1990.9,0.42,0,1,1
13030,2.52,0.21,97.61,1.27,0.72,13.2,23.98,11.36,14.81,0,0.0,25710,72.86,0.46,55.77,31.9,7.3,14.96,31250,12319,12447,16730,8665,4247,3187,1176,9.09,10.43,24.22,11.19,4.57,62.12,44.71,16.81,29.94,16.89,7.17,25.57,8.32,7.78,3.05,78.87,78.65,79.18,80.68,61.26,71.57,145,1.22,157,33.12,34.39,38.85,47.77,0.4,0.41,0.47,0.58,95.37,0.63,3.86,2.73,2.51,2.62,2.22,74.79,1.47,36.07,3,250,95.38,71.53,1.2,48.8,1950,2.48,0.37,34700,44400,57800,23100,170,222,282,112,290,22.4,15.6,12.6,0,0,1.2,89.08,65.9,91.46,96.58,5.7,2278.3,1.52,1,0,1
117229,2.43,3.43,71.63,19.33,13.17,10.1,28.52,12.03,9.53,117229,100.0,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,15875,18457,13631,5461,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,11.09,36.38,15.21,13.13,3.0,74.78,71.96,88.06,76.12,63.33,69.94,1741,2.35,26394,19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,2493,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,148600,624,728,905,281,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,22.7,5167.9,2.58,1,0,1
10573,4.31,0.61,96.62,1.76,1.03,47.94,63.35,55.71,5.89,9789,92.61,27922,80.78,0.61,54.28,22.84,6.11,15.35,42055,10248,10308,4809,10920,9444,9776,1294,21.14,4.38,11.33,50.88,4.86,48.76,6.01,50.44,5.26,35.55,3.31,72.6,6.18,4.68,2.93,71.94,69.72,84.16,77.93,69.41,77.83,178,4.24,497,39.03,49.3,56.94,58.55,1.83,2.32,2.68,2.75,92.18,0.54,2.68,2.98,2.5,2.69,2.31,54.38,3.06,50.58,2,234,91.29,50.59,0.43,45.73,1957,1.88,0.6,66900,90700,123000,56100,301,381,482,181,434,32.2,19.7,11.7,0,0,4.7,49.43,24.2,40.15,72.74,18.9,560.5,1.12,1,0,1
28061,2.79,0.42,83.69,15.02,3.35,12.18,19.3,9.92,12.1,28061,100.0,86674,82.98,1.2,75.24,23.49,1.84,16.94,95602,40660,42193,23919,10091,32867,32349,397,1.44,1.53,5.01,57.87,2.86,62.66,31.26,26.83,2.9,57.92,5.54,24.18,7.57,6.59,3.02,89.97,89.2,96.2,91.92,56.07,58.63,21,0.1,4478,12.59,18.36,24.34,30.19,2.01,2.93,3.88,4.82,81.1,1.93,3.32,2.77,2.76,2.81,2.28,91.24,1.45,13.56,4,265,97.43,89.43,1.13,40.38,1964,0.09,0.07,471200,500001,500001,28801,544,994,1001,457,1001,25.4,23.5,10.6,0,0,15.96,42.16,61.74,86.66,92.11,12.4,2262.3,0.85,0,1,1
44822,1.96,2.31,95.96,0.89,5.44,5.29,14.64,6.73,44.41,44822,100.0,26703,51.4,0.33,54.87,61.12,3.32,23.59,31567,18012,18207,14211,5975,11321,12623,2580,5.79,7.18,24.0,14.2,5.82,39.44,9.43,18.97,7.36,25.27,6.8,16.96,8.48,7.72,2.37,76.36,72.93,90.65,71.86,61.01,71.06,198,0.51,6075,5.76,9.83,12.53,17.65,0.78,1.33,1.7,2.39,84.55,1.68,0.96,0.61,1.94,1.91,2.08,76.73,1.51,81.47,2,3235,87.62,78.25,0.4,31.93,1978,0.86,0.16,63000,77600,99100,36100,496,557,644,148,633,29.3,23.3,12.4,0,1,13.55,8.6,47.15,72.91,77.64,11.9,3765.3,0.69,1,0,1
11712,2.38,5.16,93.4,1.12,0.92,10.37,24.64,11.01,15.54,11712,100.0,35795,77.0,1.27,55.57,32.79,4.26,20.27,44171,17626,17914,15210,39000,9352,7032,397,3.39,3.44,12.09,30.06,3.84,66.79,13.18,31.42,7.74,35.32,7.7,31.53,10.38,9.18,3.08,81.37,81.12,93.58,88.35,64.44,72.49,133,1.61,549,11.11,14.39,16.76,21.49,0.52,0.67,0.79,1.01,93.68,0.62,4.93,3.07,2.38,2.75,1.71,74.42,0.87,41.43,3,198,96.13,64.33,2.02,26.26,1939,1.61,1.23,85200,106500,128900,43700,390,469,550,160,535,25.9,22.3,15.4,0,0,4.69,79.28,61.84,84.57,94.37,1.2,9600.0,15.85,1,0,1
12777,2.79,1.11,97.96,0.8,0.33,20.03,28.18,18.99,16.31,9277,73.08,27154,66.51,0.61,56.82,37.21,4.55,27.62,32701,12687,12785,6875,0,9195,15971,830,7.54,8.81,21.41,17.87,5.82,46.17,12.78,26.94,12.08,31.92,5.44,31.76,6.45,5.98,2.92,84.55,83.13,89.47,84.97,60.13,67.22,61,0.64,222,0.0,24.77,40.99,40.99,0.0,0.43,0.71,0.71,95.42,0.49,2.14,1.57,2.42,2.61,1.85,81.38,0.31,33.47,3,183,96.16,75.64,1.64,57.38,1964,1.4,0.5,44900,59700,82200,37300,200,270,327,127,354,23.3,18.6,12.4,23,0,1.75,89.08,63.21,81.87,95.98,20.2,631.1,0.86,0,1,0
20999,2.98,1.38,96.8,0.81,2.13,14.63,25.18,12.21,8.0,15851,75.48,43244,86.07,1.36,57.74,22.19,2.5,15.57,45413,16577,16696,13536,16341,13486,9281,731,3.51,5.73,17.41,21.03,4.44,69.72,34.1,17.8,17.19,26.14,5.87,26.44,7.36,6.63,3.26,87.6,84.97,92.82,88.87,61.21,71.73,167,1.06,683,8.35,8.35,8.35,18.89,0.27,0.27,0.27,0.61,94.56,0.33,4.04,3.34,2.93,3.07,2.23,86.99,1.52,23.91,3,193,97.34,82.9,1.04,21.24,1968,1.02,0.26,59400,75900,103200,43800,328,381,460,132,448,20.5,20.0,11.5,0,0,3.25,75.14,64.79,85.03,92.7,47.1,445.5,0.7,0,0,1
