"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
22,"1","F","Male",0,7,1,1,1
55,"0","F","Male",1,0,0,1,0
29,"0","F","Male",12,0,0,0,0
24,"0","F","Male",4,1,0,0,1
23,"1","F","Male",0,3,1,0,1
31,"0","M","Female",0,0,0,0,1
30,"1","F","Female",3,1,0,0,1
24,"0","F","Male",2,5,1,0,0
61,"1","M","Male",3,2,0,1,0
30,"0","F","Female",0,2,1,1,1
34,"0","F","Male",2,47,0,0,0
36,"0","F","Female",4,0,1,0,0
22,"0","M","Male",0,123,1,0,0
48,"0","F","Male",8,242,0,1,1
40,"0","F","Male",0,0,0,0,0
27,"1","M","Male",1,28,0,0,1
23,"1","F","Female",2,0,1,0,1
31,"1","F","Male",19,1,0,0,0
58,"1","M","Male",37,30,0,0,1
36,"0","F","Male",1,18,0,0,0
23,"1","F","Male",1,63,1,1,0
21,"0","M","Male",0,0,1,0,1
28,"0","M","Male",2,0,1,1,1
42,"1","M","Female",5,23,1,1,0
22,"1","F","Male",0,6,1,0,1
21,"1","F","Male",0,34,1,1,1
19,"1","F","Male",1,-1,0,0,0
21,"0","F","Male",0,1,0,1,1
64,"0","M","Female",0,0,0,1,0
26,"0","F","Male",0,0,1,1,1
33,"0","F","Female",1,26,0,0,0
47,"0","F","Male",0,2,0,1,1
20,"0","M","Male",0,10,0,1,0
59,"0","M","Female",0,10,1,1,1
20,"1","M","Male",7,0,1,0,0
38,"1","M","Male",0,1,0,1,0
40,"1","F","Male",5,0,1,1,0
40,"0","F","Female",0,0,1,1,1
36,"1","M","Female",0,0,0,1,1
33,"0","F","Female",0,2,1,1,0
50,"0","F","Male",1,1,0,1,0
22,"1","M","Male",3,1,1,0,1
37,"1","F","Male",1,1,1,0,1
55,"0","F","Female",0,0,0,1,1
43,"0","M","Male",1,0,0,0,1
44,"1","F","Female",3,1,0,1,0
52,"0","F","Male",0,0,0,0,1
32,"1","M","Male",0,0,1,0,1
30,"0","M","Male",1,1,1,1,1
48,"0","F","Male",23,360,1,1,0
25,"0","F","Male",2,156,1,1,1
76,"1","F","Male",0,181,0,1,1
28,"1","F","Male",19,35,1,0,0
34,"1","F","Male",5,1,1,0,1
23,"1","F","Female",4,41,1,1,0
46,"0","F","Male",15,13,0,0,0
55,"0","M","Male",0,10,1,1,1
34,"0","M","Female",0,1,0,0,0
24,"0","M","Female",1,0,0,0,1
46,"0","M","Male",1,10,0,1,0
33,"0","M","Male",0,0,0,1,1
30,"0","F","Female",0,0,0,1,0
62,"0","F","Male",1,0,1,0,0
48,"0","F","Male",1,1,1,0,0
38,"0","F","Male",0,7,0,0,0
51,"0","F","Male",6,2,0,1,1
22,"1","F","Male",0,0,0,0,1
28,"0","F","Male",2,0,0,1,0
27,"1","F","Male",2,9,1,0,0
27,"1","F","Male",5,1,1,1,1
26,"0","M","Female",0,0,0,1,1
24,"0","M","Male",7,1,0,1,0
24,"1","M","Male",4,0,0,0,0
61,"0","F","Male",0,1,1,0,0
21,"0","M","Female",0,0,0,0,1
21,"0","F","Male",0,2,0,1,0
32,"1","F","Male",2,0,0,0,0
49,"1","F","Male",2,0,0,0,0
22,"1","M","Male",2,0,1,1,1
37,"0","F","Male",8,1,0,1,1
29,"0","F","Male",5,8,1,1,1
38,"0","M","Male",9,64,0,1,1
26,"0","F","Male",0,0,0,0,0
48,"1","F","Male",0,35,0,0,1
53,"0","F","Male",21,0,1,0,1
27,"0","F","Female",0,1,1,0,0
22,"1","F","Male",0,0,1,0,1
38,"0","F","Male",1,7,1,1,0
22,"1","M","Male",7,0,0,0,1
57,"0","M","Male",12,0,0,1,0
49,"1","F","Male",2,2,0,0,0
22,"1","F","Female",0,17,0,0,1
21,"1","F","Male",0,1,1,0,0
25,"0","F","Male",1,1,0,0,0
39,"0","F","Male",5,0,1,1,1
21,"1","M","Female",0,0,0,0,1
22,"1","F","Female",0,0,1,0,1
43,"0","F","Male",3,0,1,0,0
26,"1","M","Male",0,0,1,0,0
28,"0","M","Male",5,1,1,1,1
58,"1","F","Male",1,1,1,1,1
21,"0","F","Male",2,1,0,0,1
20,"1","M","Male",0,30,1,1,0
45,"1","F","Male",19,1,1,1,1
27,"1","M","Male",0,17,1,1,0
28,"0","M","Male",9,9,1,1,1
30,"0","F","Male",1,0,0,0,1
66,"0","F","Male",3,1,1,1,0
31,"1","M","Male",1,39,0,1,1
26,"1","F","Male",0,5,0,1,1
57,"1","M","Female",0,0,0,1,0
30,"0","M","Male",3,241,0,1,1
20,"0","M","Male",1,0,0,0,1
37,"0","F","Female",0,1,1,0,0
50,"0","F","Male",1,0,0,1,0
50,"0","F","Male",0,2,1,1,1
36,"1","F","Female",28,12,0,0,0
21,"1","F","Female",1,0,1,0,1
37,"0","M","Male",0,50,1,0,0
23,"1","F","Male",1,0,1,1,1
34,"1","F","Male",7,0,1,1,0
30,"0","F","Female",0,1,0,1,0
29,"0","F","Female",3,0,1,0,0
27,"0","F","Male",3,15,1,1,0
21,"1","M","Male",0,0,0,1,1
33,"0","M","Male",5,13,0,1,0
22,"1","F","Male",3,43,1,1,0
40,"1","F","Male",4,1,1,0,0
26,"0","F","Male",6,0,0,1,0
26,"1","F","Male",1,199,0,0,0
47,"0","M","Male",2,4,0,1,0
21,"1","F","Male",11,75,1,0,0
26,"0","M","Male",2,-1,0,1,1
29,"0","F","Male",27,0,1,1,1
30,"1","F","Male",1,0,1,1,1
35,"0","M","Male",5,0,1,0,1
22,"0","F","Male",1,43,1,1,0
36,"0","F","Male",14,2,1,0,1
25,"0","M","Male",6,0,1,0,1
21,"1","F","Male",0,7,0,0,0
44,"0","M","Female",0,0,1,1,0
26,"0","M","Male",1,0,0,0,0
28,"1","F","Male",9,1,1,1,0
57,"0","F","Male",0,9,1,1,1
20,"0","F","Male",5,2,1,0,0
24,"0","F","Male",0,-1,0,0,1
29,"1","F","Male",0,2,0,0,1
31,"1","F","Male",9,0,0,1,1
49,"0","F","Male",8,0,0,1,1
31,"1","F","Male",5,1,1,1,0
47,"1","F","Male",0,1,1,1,1
20,"0","F","Male",1,-1,0,1,1
23,"1","F","Male",9,8,0,1,1
35,"1","F","Male",0,57,1,0,1
28,"0","M","Male",0,0,1,1,0
40,"0","F","Male",21,31,1,0,1
29,"0","M","Male",0,1,0,1,1
30,"0","F","Male",0,1,0,0,0
45,"0","F","Male",2,5,1,0,1
42,"1","M","Male",0,5,1,1,0
33,"1","M","Male",3,1,1,1,0
43,"0","F","Male",1,31,1,0,1
28,"1","F","Male",0,120,0,0,0
32,"0","M","Female",0,0,0,1,0
42,"0","F","Male",7,0,0,1,0
28,"1","F","Male",2,2,0,1,1
47,"0","M","Male",3,1,1,0,1
31,"1","M","Male",0,0,0,1,0
29,"1","F","Female",5,2,1,1,0
63,"0","M","Male",1,42,0,1,0
31,"0","F","Male",2,0,0,0,0
37,"0","F","Male",13,0,1,0,0
24,"0","F","Female",1,0,1,1,0
21,"0","M","Male",0,0,0,1,0
33,"1","F","Male",5,9,1,0,0
29,"0","F","Male",11,2,1,1,1
33,"1","M","Female",0,152,0,1,0
40,"1","F","Male",3,0,0,1,1
40,"0","F","Female",3,18,0,0,0
28,"0","M","Male",16,0,1,0,1
27,"1","F","Female",3,0,0,0,0
49,"0","F","Male",2,2,0,0,1
26,"1","M","Female",2,199,0,0,0
48,"1","F","Male",9,1,0,0,0
36,"0","F","Male",1,1,1,0,1
39,"1","F","Male",2,0,1,0,1
20,"1","F","Male",13,0,1,0,0
21,"1","M","Female",0,0,0,0,0
51,"0","M","Male",7,27,1,0,1
27,"1","M","Male",0,-1,0,0,1
46,"1","F","Male",6,22,0,1,1
39,"0","F","Male",2,3,0,1,0
27,"0","F","Male",2,1,1,0,0
29,"1","F","Male",20,56,0,0,1
21,"1","F","Male",2,140,1,1,0
38,"0","F","Male",1,0,0,1,0
31,"0","F","Male",3,2,1,0,1
23,"1","F","Male",1,3,1,1,0
63,"1","M","Male",2,4,1,0,1
50,"1","F","Male",7,0,1,1,1
67,"0","M","Female",0,1,1,1,1
28,"1","F","Male",3,0,1,0,0
31,"0","M","Male",2,0,1,0,0
31,"0","F","Male",6,0,0,1,1
46,"1","F","Female",1,0,0,1,1
45,"0","F","Male",1,2,1,0,1
21,"1","F","Male",1,0,0,0,0
52,"0","M","Male",1,0,0,0,0
38,"0","M","Male",0,1,1,0,0
57,"1","F","Male",1,0,1,1,0
37,"1","M","Male",2,0,0,1,0
38,"0","F","Female",3,28,0,0,1
42,"1","F","Male",0,1,1,1,1
50,"1","M","Male",7,0,1,0,1
46,"0","F","Female",10,1,0,0,1
56,"1","F","Male",20,194,0,0,1
23,"0","F","Male",1,2,1,1,0
21,"0","F","Male",1,1,1,1,0
33,"1","M","Male",2,0,0,1,1
30,"1","F","Male",6,2,1,1,0
31,"0","M","Female",0,0,1,0,1
69,"0","M","Male",0,0,0,1,1
62,"0","F","Male",0,3,0,0,0
25,"1","F","Male",0,3,0,0,1
30,"0","M","Male",1,80,0,1,1
22,"0","F","Male",1,2,1,1,0
30,"0","F","Male",13,140,1,0,1
29,"1","F","Male",1,1,1,1,0
28,"0","F","Male",4,0,0,1,0
58,"0","M","Male",9,2,0,0,0
27,"0","M","Male",19,1,0,1,1
66,"0","M","Female",1,-1,1,1,0
33,"0","F","Male",13,1,1,0,0
39,"0","M","Male",1,1,1,1,1
42,"0","F","Male",1,19,0,0,0
35,"1","F","Male",0,1,1,0,1
26,"1","F","Female",9,3,0,0,0
34,"1","M","Male",5,2,1,0,1
26,"0","F","Male",0,1,0,1,1
24,"1","F","Male",5,7,0,0,0
23,"0","F","Male",2,7,1,1,1
50,"1","M","Female",2,2,1,1,0
34,"0","F","Male",1,1,1,1,1
26,"1","F","Male",3,40,1,0,0
38,"1","F","Female",19,42,0,0,0
49,"1","F","Male",0,57,0,0,1
48,"0","M","Male",9,1,1,1,0
27,"0","F","Male",22,0,0,1,1
22,"1","F","Male",1,5,1,0,1
24,"0","M","Male",0,0,1,0,1
51,"1","F","Male",32,33,1,1,0
42,"1","F","Male",0,1,1,0,1
49,"0","F","Male",3,0,1,1,0
41,"0","M","Male",0,1,1,0,0
36,"1","F","Male",1,0,0,0,1
22,"1","F","Male",2,0,1,0,1
38,"0","M","Male",1,0,0,1,0
33,"0","F","Female",0,1,0,0,0
27,"0","F","Male",2,0,0,0,1
31,"0","F","Male",3,1,0,1,0
24,"0","F","Male",2,0,0,1,1
29,"1","F","Male",1,0,1,1,1
35,"1","F","Male",2,7,0,0,1
51,"0","F","Female",3,0,1,0,0
36,"1","F","Male",2,0,0,1,1
40,"1","F","Female",8,3,1,0,0
28,"1","F","Male",8,0,0,1,1
24,"1","M","Male",2,9,1,1,1
22,"0","F","Male",0,5,1,0,1
27,"1","F","Male",22,50,1,1,0
55,"1","F","Male",5,0,1,1,1
37,"0","F","Male",1,2,1,0,0
58,"0","M","Male",9,-1,0,1,0
48,"0","F","Female",0,0,0,0,0
59,"1","M","Male",2,1,0,0,0
39,"0","F","Female",1,1,0,0,1
30,"0","M","Female",1,17,0,0,1
38,"0","F","Male",1,0,0,0,1
59,"0","F","Male",0,2,1,0,0
28,"1","F","Male",3,0,1,0,0
20,"1","F","Male",10,0,1,0,1
25,"1","F","Male",1,4,1,0,0
31,"1","F","Male",0,0,1,0,0
59,"1","F","Male",9,732,0,1,1
58,"0","M","Male",0,1,1,0,1
31,"1","M","Male",2,0,1,0,1
52,"0","F","Male",17,29,0,1,0
24,"1","M","Male",0,0,1,1,0
27,"1","F","Male",0,257,0,1,0
30,"0","F","Male",3,1,0,1,1
34,"0","F","Female",3,1,1,1,1
51,"0","F","Male",0,0,1,0,0
31,"1","F","Male",11,17,1,0,0
31,"0","F","Female",4,0,0,0,0
22,"0","M","Male",0,0,0,0,1
30,"0","F","Male",7,0,0,0,1
59,"0","M","Male",0,242,1,0,0
55,"1","M","Male",0,6,0,0,1
41,"0","M","Male",9,1,1,1,1
21,"0","F","Male",5,0,1,0,0
51,"1","F","Male",6,0,0,1,0
37,"1","F","Male",2,25,1,1,1
30,"0","F","Male",1,0,1,1,0
27,"1","M","Male",1,1,1,0,1
25,"0","M","Male",1,0,1,0,0
28,"0","F","Male",2,5,0,1,0
28,"0","F","Female",0,29,1,1,0
35,"0","F","Male",0,1,1,0,1
26,"0","M","Male",1,0,1,1,1
30,"0","F","Male",0,0,0,0,0
21,"0","F","Male",0,8,1,0,1
51,"0","M","Male",0,1,1,0,0
31,"1","M","Male",6,0,0,1,0
41,"0","F","Female",1,5,0,0,0
52,"0","F","Female",0,0,0,0,0
34,"0","M","Male",0,29,0,1,1
31,"1","F","Male",3,32,0,1,0
24,"1","F","Male",0,0,1,1,1
22,"0","F","Male",0,1,0,0,1
43,"1","F","Male",4,1,0,1,1
26,"1","F","Male",13,1,1,0,1
58,"1","M","Male",0,242,0,0,0
28,"0","F","Male",1,-1,1,1,0
29,"0","M","Male",0,0,1,1,0
24,"1","F","Male",6,1,1,1,0
41,"1","F","Male",9,1,0,0,1
30,"1","M","Male",5,0,0,1,0
30,"0","F","Male",0,434,1,1,0
27,"1","F","Male",7,5,0,0,0
24,"0","F","Male",1,6,0,0,1
22,"0","F","Male",3,5,1,1,0
36,"0","M","Male",0,0,1,1,0
50,"0","F","Male",2,0,0,0,0
42,"0","F","Male",2,-1,0,1,1
29,"0","F","Male",7,1,0,0,0
39,"0","F","Male",1,3,0,1,1
24,"1","M","Male",1,0,0,1,0
58,"0","M","Male",7,0,0,0,0
43,"1","F","Male",7,1,0,1,1
46,"0","F","Male",2,0,0,1,1
24,"0","F","Male",0,0,1,1,0
29,"0","F","Male",1,11,0,0,0
31,"0","F","Male",0,81,1,0,0
26,"1","F","Male",1,0,0,0,1
32,"0","M","Female",0,32,0,1,0
22,"0","F","Male",0,-1,1,0,1
21,"1","M","Male",0,1,1,1,1
31,"1","F","Male",4,11,1,0,1
44,"0","F","Male",4,4,0,0,1
54,"0","F","Male",1,39,1,0,1
29,"1","F","Female",20,1,0,0,1
31,"1","F","Male",15,33,1,1,0
26,"0","M","Male",2,13,1,0,1
47,"1","F","Male",0,0,1,1,1
20,"0","F","Female",0,0,1,0,0
36,"1","F","Female",0,13,0,1,1
37,"1","F","Male",9,0,1,0,1
51,"0","F","Male",1,1,0,1,0
31,"0","M","Female",2,3,0,0,0
37,"1","F","Male",11,0,1,0,0
31,"1","F","Male",6,1,1,1,1
23,"0","M","Female",4,-1,1,0,1
22,"0","F","Female",1,0,0,0,1
26,"1","F","Female",0,1,1,1,0
39,"1","F","Female",2,1,0,0,0
21,"0","F","Male",2,108,1,0,1
24,"1","F","Male",14,64,1,1,0
34,"1","F","Female",0,0,0,0,0
26,"0","M","Male",1,0,0,1,0
51,"0","M","Male",2,0,1,0,1
61,"0","M","Female",0,0,0,0,0
28,"1","F","Male",7,1,1,1,1
19,"1","F","Male",2,1,1,1,1
33,"0","F","Male",0,0,1,1,1
32,"0","F","Female",3,0,1,0,1
58,"0","M","Male",0,1,1,1,1
20,"0","F","Male",2,58,1,0,0
46,"1","F","Male",2,2,0,0,0
46,"0","M","Male",0,1,1,1,1
27,"0","M","Female",0,0,0,1,0
23,"0","F","Male",0,1,1,1,1
48,"0","F","Male",0,14,0,0,1
23,"1","F","Male",0,76,1,0,1
25,"0","F","Male",2,0,1,0,1
22,"0","M","Male",5,1,0,1,0
24,"0","M","Male",0,0,1,0,1
32,"1","F","Male",0,1,1,0,1
49,"1","F","Male",1,1,0,0,1
45,"0","F","Male",8,128,0,1,0
51,"1","F","Male",0,35,0,1,1
40,"0","F","Male",3,22,0,0,0
30,"1","M","Male",19,1,1,0,1
29,"1","F","Male",16,3,1,0,0
26,"1","F","Male",10,0,1,0,1
27,"0","M","Male",0,2,0,0,1
24,"1","M","Male",0,0,0,1,0
23,"0","F","Male",1,2,1,0,0
48,"1","M","Male",8,4,1,0,1
19,"1","F","Male",0,0,1,1,1
27,"1","M","Male",1,21,0,0,0
33,"1","F","Male",5,28,1,1,0
29,"0","F","Male",7,3,1,0,0
38,"0","F","Male",2,0,0,1,1
26,"1","F","Male",11,114,1,0,1
28,"0","F","Female",0,0,0,1,1
36,"0","F","Male",2,95,0,1,1
24,"0","F","Male",1,1,0,1,1
22,"1","F","Male",0,17,0,0,1
33,"1","F","Female",0,1,1,1,1
60,"0","M","Male",3,5,1,1,1
22,"0","F","Male",1,6,1,1,1
26,"0","M","Female",1,0,1,0,1
46,"1","F","Male",17,0,1,1,1
36,"0","F","Male",0,0,0,1,1
35,"1","F","Male",13,2,1,0,0
58,"1","F","Male",5,-1,1,0,0
35,"1","F","Male",7,117,1,1,0
57,"1","F","Female",14,19,1,1,0
46,"0","M","Female",7,18,1,1,1
24,"1","F","Male",7,1,0,0,1
30,"0","M","Female",3,0,0,1,0
25,"1","F","Male",4,7,1,1,0
33,"0","F","Male",1,1,1,0,0
40,"0","M","Male",0,81,0,0,0
25,"0","F","Male",4,14,1,0,0
22,"0","F","Male",9,258,1,1,1
34,"0","F","Male",19,1,1,1,0
19,"0","F","Male",0,21,0,0,0
22,"0","F","Male",0,1,0,1,1
24,"0","F","Male",3,1,1,1,1
30,"0","F","Male",1,78,1,1,1
31,"1","F","Male",3,0,1,1,1
26,"1","F","Male",4,133,1,0,1
21,"1","F","Male",0,0,0,0,0
23,"0","F","Male",0,1,0,0,1
28,"1","F","Male",0,0,0,1,0
28,"1","F","Male",8,0,1,1,1
26,"0","F","Female",0,33,1,1,1
22,"0","M","Male",3,319,0,1,1
27,"0","F","Male",0,1,0,0,1
29,"1","F","Male",13,75,1,1,0
55,"0","F","Male",3,0,1,1,0
26,"0","F","Male",6,18,1,1,1
53,"0","M","Male",1,0,0,0,0
33,"0","M","Male",7,48,0,0,0
34,"0","F","Male",2,0,0,1,0
27,"1","F","Male",0,43,0,1,0
38,"1","F","Male",0,25,0,0,1
21,"0","M","Male",17,1,0,1,1
47,"1","M","Female",0,5,0,0,1
30,"0","F","Male",2,63,0,0,0
50,"1","M","Male",5,1,0,0,1
27,"0","F","Female",2,0,0,1,0
67,"1","M","Male",0,2,0,1,1
31,"0","M","Male",3,1,1,1,0
63,"0","M","Male",11,1,1,0,0
23,"1","F","Male",0,33,0,1,0
23,"0","M","Male",11,1,1,0,0
22,"1","F","Male",1,1,1,1,1
54,"0","F","Male",1,0,0,0,1
49,"1","F","Male",9,0,0,1,0
28,"0","F","Female",5,2,1,0,1
28,"0","F","Male",0,13,0,1,0
29,"1","F","Male",2,0,0,1,0
45,"0","F","Male",3,0,0,1,0
71,"1","F","Male",0,24,1,0,0
27,"0","M","Male",1,5,0,1,0
60,"0","F","Male",0,2,0,0,1
26,"0","F","Female",1,29,0,1,1
46,"1","F","Male",4,2,0,1,1
36,"1","F","Male",7,1,1,0,0
33,"1","M","Male",0,0,1,0,0
28,"1","M","Female",2,30,0,1,0
37,"0","M","Male",0,35,0,0,1
26,"0","F","Male",1,0,1,0,0
41,"1","F","Male",0,1,0,1,0
22,"0","M","Female",0,0,1,0,0
37,"0","M","Male",3,93,1,0,0
60,"1","F","Male",13,1,1,0,1
31,"1","F","Male",11,20,1,1,0
48,"0","M","Male",0,0,0,0,0
21,"0","F","Male",4,6,0,1,0
36,"1","F","Male",22,-1,1,0,0
50,"0","M","Male",0,3,0,1,1
34,"1","F","Male",13,41,0,0,1
21,"1","F","Male",0,0,0,1,0
23,"0","F","Male",1,22,1,0,0
29,"0","F","Male",1,0,1,0,0
27,"1","F","Male",4,12,1,0,0
38,"0","M","Male",8,5,1,1,0
52,"1","F","Male",0,3,0,1,1
29,"0","M","Male",0,0,0,0,0
53,"1","F","Male",21,21,1,0,1
47,"0","F","Male",3,0,0,1,1
39,"1","F","Female",1,24,1,1,0
21,"1","M","Male",2,0,0,1,0
29,"0","M","Female",0,0,0,1,1
24,"0","M","Male",2,0,1,0,1
41,"0","F","Male",8,11,0,0,0
65,"0","M","Male",0,0,1,0,1
33,"1","F","Male",22,4,1,0,1
39,"0","F","Male",0,1,0,0,0
23,"1","F","Male",3,0,0,0,0
27,"0","F","Male",2,33,0,0,0
42,"0","F","Male",1,1,0,0,0
31,"1","M","Male",8,4,1,0,1
48,"0","M","Male",0,1,0,1,0
28,"1","F","Male",7,1,1,0,0
37,"1","F","Female",1,0,1,1,0
64,"0","F","Male",0,28,0,1,1
35,"0","M","Male",1,0,0,1,1
30,"1","F","Male",2,1,1,0,0
36,"0","M","Male",0,1,0,0,1
25,"0","F","Male",1,0,0,1,1
47,"0","M","Male",3,1,0,1,0
23,"0","F","Male",6,0,1,1,1
48,"0","M","Male",0,0,0,1,1
21,"1","F","Male",3,59,1,1,0
61,"0","F","Male",1,0,1,1,1
24,"1","F","Female",1,0,0,0,0
54,"0","F","Male",28,33,0,0,0
30,"0","F","Male",1,0,1,0,1
32,"0","M","Male",1,0,0,0,1
22,"1","F","Male",8,14,1,0,1
25,"1","F","Male",0,7,0,1,0
23,"0","F","Female",8,0,1,0,0
27,"1","M","Male",0,1,0,0,0
41,"1","F","Male",0,25,0,0,0
49,"1","F","Male",10,27,1,0,1
20,"1","M","Male",5,1,0,0,0
25,"1","F","Male",1,3,0,0,1
22,"1","M","Male",0,0,0,0,1
34,"0","F","Female",9,56,1,0,0
52,"0","M","Male",2,1,0,1,1
47,"0","F","Female",0,1,0,0,1
40,"1","F","Male",5,4,1,0,0
48,"0","M","Male",3,-1,0,0,0
50,"0","F","Female",5,28,0,1,1
38,"1","M","Male",1,0,0,1,0
61,"0","F","Male",7,18,1,0,0
58,"0","M","Female",2,0,0,1,0
32,"0","M","Male",0,0,1,1,0
19,"1","F","Male",0,219,1,0,1
30,"1","F","Male",9,4,0,0,1
57,"0","M","Male",0,0,1,1,1
27,"0","M","Male",12,35,1,0,0
40,"0","M","Male",6,0,0,0,1
21,"0","F","Male",1,1,1,0,0
47,"0","F","Male",7,37,0,1,0
31,"0","M","Male",2,0,0,0,0
35,"1","F","Male",1,1,0,0,0
30,"0","F","Male",0,0,1,0,1
33,"0","M","Male",0,0,1,0,0
56,"0","M","Male",1,0,0,0,0
38,"0","F","Female",1,0,0,1,1
29,"1","F","Female",11,1,0,0,1
27,"1","M","Male",0,0,1,0,0
47,"0","M","Male",0,1,1,1,0
38,"0","F","Male",0,0,0,0,0
23,"0","M","Male",0,0,0,0,1
36,"0","F","Male",0,9,0,0,0
45,"1","F","Male",0,108,0,0,0
31,"1","F","Male",26,1,1,1,1
22,"0","F","Male",5,0,0,0,1
23,"0","F","Male",1,1,0,0,0
52,"0","F","Male",9,24,0,1,1
36,"0","F","Male",5,1,1,1,0
22,"1","F","Male",21,33,1,1,0
32,"1","M","Male",1,5,0,0,1
24,"1","F","Male",0,16,1,0,0
51,"1","M","Male",11,0,0,0,1
29,"0","F","Male",0,3,0,1,0
21,"0","F","Male",3,2,1,0,1
28,"1","F","Male",1,0,1,0,1
24,"1","M","Female",0,-1,1,1,0
38,"1","F","Male",7,2,0,1,0
25,"1","F","Male",15,0,0,0,0
31,"0","M","Female",0,1,0,1,0
24,"0","F","Male",6,6,0,0,1
25,"0","M","Male",5,0,0,0,1
80,"1","M","Male",0,0,0,1,0
24,"0","F","Female",1,0,1,0,1
48,"0","M","Male",0,12,1,0,0
30,"1","M","Male",8,1,1,0,0
36,"0","M","Female",2,0,0,1,1
22,"0","M","Male",4,0,0,1,0
23,"1","F","Male",3,0,1,0,0
24,"1","M","Male",2,14,1,0,1
56,"0","F","Male",3,7,1,0,1
51,"0","F","Male",0,11,0,1,1
24,"1","M","Male",1,26,1,1,1
29,"1","M","Male",0,0,1,0,1
38,"1","M","Male",19,0,1,0,1
58,"1","F","Male",7,185,0,1,0
50,"0","F","Male",0,0,0,0,1
29,"0","M","Male",0,1,1,1,0
21,"0","F","Male",2,3,1,0,1
24,"0","M","Male",0,1,1,1,0
30,"1","F","Male",4,0,0,1,1
39,"1","M","Female",0,1,0,0,1
33,"1","M","Male",0,1,0,1,0
51,"0","M","Male",4,7,1,0,1
21,"0","M","Female",1,1,0,0,1
57,"1","F","Female",28,1,0,1,0
52,"0","F","Male",2,0,1,0,1
20,"1","F","Male",1,2,1,0,0
36,"0","M","Male",4,1,1,0,1
33,"1","F","Male",9,1,1,0,0
49,"0","M","Male",2,0,1,1,1
43,"0","F","Male",5,1,1,1,0
22,"1","F","Female",2,0,1,1,0
22,"1","F","Male",3,2,0,1,0
37,"1","F","Male",4,1,0,1,0
51,"0","F","Female",3,6,0,0,1
30,"1","F","Male",14,5,1,0,1
28,"1","M","Male",2,1,1,0,0
32,"1","F","Female",1,0,1,1,1
23,"0","F","Male",1,14,0,0,0
22,"0","F","Male",1,11,0,0,0
59,"0","M","Male",4,64,1,0,0
25,"1","F","Male",16,1,1,0,0
22,"0","F","Male",1,0,0,0,1
20,"1","F","Female",1,22,0,0,1
21,"0","F","Male",0,1,1,0,0
53,"1","M","Male",0,0,0,1,1
29,"0","M","Male",0,1,1,0,1
52,"1","M","Male",3,0,0,1,0
45,"0","F","Male",4,3,0,1,1
21,"0","F","Male",0,1,1,0,1
68,"0","M","Male",0,11,1,0,1
57,"1","F","Male",6,1,1,1,0
50,"0","F","Male",9,87,0,0,0
66,"1","F","Male",2,0,1,0,1
27,"1","M","Male",0,0,1,0,0
23,"0","F","Male",2,0,0,1,1
23,"0","F","Male",5,1,1,1,0
53,"1","F","Male",0,1,0,1,0
29,"0","M","Male",0,1,0,0,1
23,"1","M","Female",0,1,0,1,0
29,"0","F","Male",0,3,1,1,0
26,"0","F","Female",0,2,1,1,1
24,"1","M","Male",9,0,1,0,0
23,"0","F","Male",2,1,1,1,1
23,"0","M","Male",0,0,0,1,1
27,"0","F","Female",0,0,1,0,1
29,"1","M","Male",7,2,0,0,0
44,"1","F","Male",0,0,0,0,0
50,"1","F","Female",2,0,0,0,0
36,"1","F","Male",9,4,0,0,1
34,"0","F","Male",0,0,1,0,1
51,"0","F","Male",4,13,0,0,0
45,"0","F","Male",1,0,1,1,0
36,"0","M","Male",1,1,0,1,1
27,"0","F","Male",3,0,0,0,1
52,"1","M","Male",0,1,1,1,0
28,"1","F","Male",4,1,1,0,1
18,"0","F","Male",4,1,1,1,0
20,"1","F","Female",0,0,1,0,1
22,"0","F","Male",0,2,0,0,1
40,"0","F","Male",7,1,1,0,1
21,"1","M","Female",3,0,0,0,1
44,"0","M","Male",0,1,0,0,1
24,"0","M","Male",8,0,1,0,1
52,"1","F","Female",1,24,0,0,0
20,"0","F","Male",1,0,1,0,1
44,"1","M","Male",0,3,1,0,1
28,"0","F","Male",1,1,0,1,1
23,"1","F","Male",0,2,1,0,0
22,"0","F","Male",1,2,1,1,0
33,"0","F","Male",6,1,0,1,1
23,"0","F","Male",8,14,1,0,0
24,"0","F","Male",0,2,0,1,1
23,"1","F","Male",2,1,1,1,0
30,"0","M","Male",1,2,0,1,1
34,"0","F","Male",0,0,0,1,0
33,"0","F","Male",3,1,1,0,0
30,"0","F","Male",2,66,1,1,0
25,"1","F","Male",1,0,0,0,1
58,"1","F","Female",11,0,1,0,0
54,"0","F","Female",2,1,0,0,0
43,"0","M","Male",7,1,1,0,0
30,"1","M","Male",23,66,0,0,0
27,"0","M","Male",1,0,0,0,0
32,"0","M","Male",5,0,1,1,1
22,"0","F","Female",1,5,1,1,1
29,"0","F","Male",0,1,1,1,0
41,"0","F","Male",12,13,0,1,1
48,"1","F","Male",0,2,1,1,1
27,"1","M","Male",0,37,1,0,1
20,"1","F","Male",0,0,0,1,0
27,"1","F","Male",0,1,0,0,1
41,"1","F","Male",1,36,0,0,0
31,"0","F","Male",0,1,0,1,0
32,"0","F","Male",7,45,1,0,0
46,"0","M","Male",8,5,1,0,1
26,"0","F","Male",3,2,0,0,0
