age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,response
23,1,F,Male,3,44,1,1,0,0
50,0,F,Male,2,1,0,0,0,1
46,0,F,Male,4,1,0,0,1,1
29,1,M,Male,0,0,0,0,1,1
29,1,F,Male,2,1,1,1,1,1
56,0,F,Male,4,7,0,0,0,1
35,1,M,Male,3,9,0,0,1,1
27,0,M,Male,0,1,1,0,1,1
22,1,M,Male,1,1,1,1,1,1
50,1,F,Male,0,35,0,1,1,1
33,1,F,Male,13,0,1,0,0,1
50,0,F,Male,0,0,0,0,1,1
26,0,M,Female,3,0,0,1,0,1
26,1,M,Male,27,10,1,1,0,0
21,1,F,Male,1,2,1,0,1,1
22,1,M,Male,0,21,1,0,0,0
34,0,F,Female,1,2,0,1,1,1
40,1,F,Male,4,0,0,1,1,1
33,0,M,Female,0,7,1,0,0,0
46,0,M,Female,0,0,0,0,1,1
32,0,M,Male,2,109,1,0,0,0
24,1,F,Male,3,0,0,0,1,0
35,1,F,Male,8,10,1,1,1,1
33,1,F,Male,14,2,1,0,1,0
22,1,F,Female,0,1,0,1,1,1
22,1,F,Female,0,6,1,1,1,1
23,1,F,Male,0,0,0,1,1,0
27,0,M,Male,2,0,0,1,1,1
24,1,F,Male,5,0,0,0,0,1
49,0,M,Female,1,0,0,1,1,1
26,1,M,Male,9,1,1,0,1,1
31,1,F,Male,7,3,1,0,1,1
60,1,M,Male,0,3,0,0,1,1
21,0,F,Male,1,0,0,0,0,0
30,1,F,Male,5,180,1,0,1,1
32,0,F,Male,4,0,1,1,0,1
28,0,M,Male,2,2,1,1,0,1
41,0,F,Male,1,1,0,1,0,1
27,1,F,Male,1,0,0,0,1,1
26,0,F,Male,8,2,0,1,1,1
25,1,M,Male,11,531,1,1,1,0
35,0,F,Male,4,11,1,0,0,1
37,0,F,Female,1,1,0,0,1,1
44,1,F,Male,6,194,1,0,0,1
26,0,F,Male,0,1,1,1,1,1
28,0,F,Male,0,0,0,1,1,1
22,1,F,Male,0,0,0,0,1,1
26,0,F,Male,15,42,1,0,0,0
50,0,M,Male,15,1,1,1,1,0
28,0,M,Male,0,1,0,1,0,1
24,1,F,Male,8,49,1,1,0,1
41,0,F,Male,0,1,0,0,1,1
22,1,F,Male,0,1,1,0,0,1
49,0,F,Female,1,1,0,1,1,1
59,0,F,Male,2,12,0,1,1,1
27,1,F,Male,8,17,1,0,1,1
32,0,F,Male,20,0,0,0,0,0
43,0,M,Female,0,1,0,1,0,1
50,1,M,Male,9,1,0,0,1,1
36,1,F,Male,26,0,1,1,0,0
35,1,F,Male,4,353,1,0,1,0
61,0,M,Female,1,-1,0,1,0,1
45,0,M,Male,1,2,1,1,1,1
25,0,F,Male,0,0,0,1,1,1
33,0,F,Male,3,0,1,0,1,1
26,1,F,Female,4,0,1,1,0,0
22,1,F,Male,0,50,1,1,1,1
55,0,F,Male,4,5,0,1,0,1
51,1,F,Male,12,0,1,1,0,0
33,0,F,Male,4,1,1,1,1,0
20,0,F,Male,0,11,1,0,1,1
31,0,M,Female,0,0,0,0,0,1
30,1,M,Female,3,1,0,0,1,1
24,0,F,Male,2,91,0,0,0,0
54,0,M,Male,2,0,0,1,1,1
30,1,F,Male,5,2,1,1,1,0
45,0,F,Male,2,47,0,0,0,1
36,0,F,Female,4,0,1,1,0,1
22,0,M,Male,0,2,1,0,0,1
25,0,F,Male,0,2,0,1,1,1
30,0,F,Male,0,0,1,1,0,1
21,1,F,Male,1,1,1,0,1,1
23,1,F,Female,2,0,1,0,1,0
31,1,F,Male,19,0,0,0,0,1
38,1,M,Male,37,30,1,1,1,1
36,1,F,Male,1,18,0,0,0,1
23,1,F,Male,2,6,1,1,1,1
25,1,M,Male,1,1,1,0,1,1
28,0,M,Female,2,1,1,0,1,1
42,0,F,Female,0,1,0,0,0,1
22,1,F,Male,0,1,1,0,1,1
23,1,M,Male,3,0,1,1,1,1
19,1,M,Male,1,0,0,0,1,1
62,0,F,Male,0,0,0,0,0,1
64,0,F,Male,1,7,0,1,1,1
39,0,F,Male,9,0,1,1,0,1
39,0,F,Male,6,26,0,1,0,1
47,1,F,Male,3,39,1,1,1,0
40,0,F,Male,1,21,0,0,0,1
26,0,M,Male,6,10,1,1,1,0
20,1,M,Male,0,0,0,0,0,1
37,1,M,Male,22,1,1,0,0,0
40,1,F,Male,5,30,1,1,0,1
40,1,F,Female,3,0,0,1,0,1
21,1,F,Male,0,0,0,1,1,1
23,0,F,Female,0,2,1,1,1,1
50,0,F,Male,1,1,0,0,0,1
22,1,M,Male,3,1,1,0,1,0
37,1,M,Male,1,0,1,0,1,1
55,0,M,Male,0,0,0,1,1,1
43,1,M,Male,1,0,0,1,1,1
66,1,F,Female,11,5,1,1,0,0
24,1,M,Male,1,13,1,1,1,0
32,0,M,Male,0,0,1,0,1,1
31,0,M,Male,0,1,0,1,1,1
48,1,F,Male,23,360,0,1,0,0
34,0,M,Male,8,1,1,1,1,1
31,1,F,Male,10,181,1,0,1,1
47,1,F,Female,19,30,1,1,0,0
44,1,M,Male,8,4,0,0,1,1
38,1,F,Female,5,41,0,1,0,1
46,0,F,Male,0,0,0,1,0,1
55,0,M,Male,0,10,0,1,0,1
34,0,M,Female,0,1,0,0,1,1
24,1,M,Female,1,0,1,1,1,1
46,0,F,Male,1,10,0,0,1,1
33,0,M,Male,1,0,0,0,1,1
28,1,F,Female,0,0,0,1,0,1
40,1,F,Male,3,0,1,0,1,0
48,0,F,Male,2,1,1,0,0,1
38,0,F,Male,0,7,0,1,0,1
32,1,M,Male,6,2,1,1,1,1
22,1,M,Male,0,0,1,0,1,1
28,0,F,Male,5,0,0,1,0,1
27,1,M,Male,2,9,1,0,0,1
24,1,F,Male,2,1,1,1,1,1
26,0,M,Female,1,0,1,1,1,1
24,0,F,Male,0,2,0,0,0,0
24,0,M,Male,0,0,0,0,0,0
42,1,M,Male,0,1,1,0,0,1
21,0,F,Female,0,0,0,0,1,1
27,0,M,Male,0,2,0,1,0,0
30,1,F,Male,9,1,1,0,0,1
49,0,F,Male,2,0,0,0,0,1
22,1,M,Male,2,54,1,1,1,0
21,0,F,Male,0,0,0,1,1,1
29,1,F,Female,5,8,1,1,1,1
60,1,M,Male,18,3,0,1,0,1
58,0,F,Male,0,0,0,0,0,1
41,1,M,Male,3,1,0,0,1,1
56,0,F,Male,0,0,0,0,1,1
21,0,F,Female,0,1,1,0,1,1
19,1,F,Male,3,1,1,0,1,0
71,0,M,Male,3,0,0,1,1,1
31,0,M,Male,7,1,0,0,1,1
57,0,M,Male,12,3,0,1,0,1
20,1,F,Female,2,23,1,0,0,0
22,0,M,Female,1,17,0,1,1,0
21,0,F,Male,0,2,1,1,0,1
25,0,F,Male,1,1,0,1,0,1
31,0,M,Male,5,0,1,1,0,0
21,0,M,Male,0,0,0,0,1,1
21,1,F,Female,0,0,1,0,1,1
49,0,F,Male,3,0,1,0,0,1
26,1,M,Male,0,0,1,1,1,1
30,0,M,Male,5,1,1,1,1,0
38,1,F,Male,1,1,0,1,1,1
28,0,F,Male,2,0,0,1,1,1
61,1,M,Male,20,30,1,0,1,1
34,0,M,Male,19,1,1,0,1,0
27,0,M,Male,0,1,1,1,0,1
28,0,M,Male,9,1,1,1,1,1
29,0,F,Male,1,0,0,0,0,1
66,0,F,Male,3,2,1,1,0,1
36,1,M,Male,1,39,0,1,1,0
26,1,M,Male,0,5,0,1,1,1
57,0,M,Male,0,0,1,1,0,1
30,0,M,Male,3,2,0,0,1,1
59,0,M,Male,1,0,0,1,1,1
38,0,M,Female,0,1,1,0,0,1
21,0,F,Male,1,3,1,0,0,1
50,0,M,Male,0,0,1,1,1,1
47,1,F,Female,28,117,0,0,0,0
21,0,F,Male,1,0,0,1,1,1
29,0,M,Male,2,50,1,0,0,1
37,1,F,Female,7,6,0,1,0,1
34,1,F,Male,7,0,1,1,0,1
30,0,F,Female,0,1,0,1,0,1
23,1,F,Female,0,0,1,0,1,1
33,0,F,Male,1,20,0,1,1,1
21,0,M,Female,0,0,0,1,1,1
40,0,F,Male,3,13,1,1,0,1
23,1,F,Male,3,43,1,0,0,1
40,0,F,Female,0,1,0,0,0,1
26,0,M,Male,3,0,0,0,0,0
35,0,F,Male,9,1,1,0,0,1
48,0,M,Male,2,4,0,1,0,0
21,1,F,Male,0,1,1,0,0,0
61,0,M,Male,0,0,0,0,1,1
33,1,F,Male,5,0,1,0,0,1
24,1,F,Male,1,0,1,1,1,1
61,0,M,Female,0,0,0,0,0,1
22,0,F,Male,1,1,1,1,0,1
26,0,F,Male,0,2,1,0,0,1
25,0,M,Male,6,0,1,0,0,1
21,0,F,Male,0,7,0,0,0,0
64,1,M,Female,1,0,1,1,0,1
26,0,M,Male,0,0,0,0,0,1
28,1,F,Male,9,1,1,1,1,0
57,0,M,Male,27,9,1,1,1,0
20,0,F,Male,1,2,1,0,0,1
30,0,F,Male,0,1,0,1,1,1
52,0,F,Male,0,0,1,0,1,1
41,1,M,Female,9,0,0,1,1,1
49,0,F,Male,8,24,0,1,1,1
34,0,M,Male,5,1,0,1,0,1
34,1,F,Male,0,33,1,1,1,0
21,0,F,Male,1,-1,0,0,0,0
28,1,F,Male,9,8,0,0,1,0
26,0,F,Female,0,0,1,1,1,1
28,0,M,Male,1,1,1,1,1,1
31,1,F,Male,6,31,1,0,0,0
29,0,F,Male,0,1,0,1,1,1
27,0,M,Male,0,1,0,0,0,1
45,1,F,Male,17,46,1,0,1,1
23,1,F,Male,0,5,1,1,0,1
57,0,F,Male,19,117,1,1,0,1
43,1,F,Male,1,31,1,0,0,1
23,1,F,Male,1,120,1,1,0,1
32,0,F,Female,0,0,0,1,0,1
23,0,F,Male,0,1,0,0,0,1
28,1,F,Male,2,2,0,1,1,1
49,0,F,Male,3,3,1,0,1,1
31,1,F,Male,16,0,1,1,1,0
45,0,F,Male,1,0,0,0,0,1
25,0,M,Male,1,42,0,0,0,1
27,0,F,Male,2,0,0,0,0,1
37,1,F,Male,13,0,1,0,0,0
24,0,F,Female,1,0,1,1,0,1
29,0,M,Female,1,-1,1,1,0,1
32,0,F,Male,5,9,1,0,0,1
29,0,F,Female,0,2,1,1,1,1
33,1,F,Male,6,152,0,0,0,1
37,1,F,Male,3,83,0,1,1,1
39,0,F,Male,5,18,0,0,0,1
28,1,F,Male,16,1,1,0,0,0
27,0,M,Male,3,1,1,1,1,1
25,0,M,Male,2,64,0,1,1,1
26,1,F,Male,2,199,0,0,0,1
47,0,M,Male,0,1,0,0,0,1
38,1,F,Male,1,77,1,0,0,1
34,1,F,Male,2,0,0,0,0,1
20,1,F,Male,0,0,1,0,1,1
64,0,M,Female,0,0,0,0,1,1
51,1,F,Male,0,1,1,0,0,1
27,1,M,Male,4,-1,1,0,1,1
46,1,F,Male,6,22,0,0,1,1
35,0,F,Male,2,13,0,1,1,1
27,1,F,Male,2,1,1,0,0,0
29,1,F,Female,20,56,0,0,1,0
21,1,F,Male,2,140,1,0,0,0
38,0,F,Male,0,0,0,0,0,1
24,1,F,Male,3,1,1,0,0,1
23,1,F,Male,1,3,1,0,0,1
47,1,F,Male,23,403,1,0,1,1
50,0,F,Male,7,0,1,0,1,1
67,0,F,Female,0,1,1,1,1,1
32,1,F,Male,16,0,1,0,0,0
31,0,M,Female,2,2,1,0,0,1
56,0,F,Male,6,0,0,1,0,1
25,1,M,Female,1,0,0,1,1,1
45,0,F,Male,1,2,1,0,1,1
35,1,M,Male,1,0,0,0,0,1
52,0,F,Male,1,0,0,0,0,1
38,0,M,Male,10,0,1,0,0,1
57,1,F,Male,0,0,1,1,0,1
37,0,M,Male,2,12,0,0,0,1
23,1,F,Female,1,28,1,1,1,1
42,1,F,Male,0,7,1,1,1,1
51,1,M,Male,0,30,1,1,0,1
33,0,M,Male,10,1,0,1,1,1
56,1,F,Male,7,194,0,1,1,1
23,0,F,Male,1,2,1,1,0,0
21,0,F,Female,1,4,1,1,0,0
25,1,M,Female,2,0,0,1,1,1
53,1,F,Male,3,5,1,1,0,1
30,0,M,Female,0,0,1,0,1,1
69,0,M,Male,0,0,0,1,0,1
23,0,F,Male,0,2,1,1,0,1
25,0,F,Male,9,2,1,0,0,1
30,0,F,Male,2,0,1,0,1,1
23,0,F,Male,1,35,1,0,0,1
57,0,F,Male,11,140,1,1,1,1
29,1,M,Male,0,1,1,1,0,0
28,0,F,Female,1,0,0,1,0,1
41,0,F,Male,9,9,0,0,0,1
30,0,M,Male,0,1,0,1,0,1
49,0,M,Male,1,-1,1,0,1,1
32,0,F,Male,0,0,0,0,0,1
51,0,F,Male,2,1,0,1,1,1
42,0,M,Male,1,2,0,1,0,1
50,1,F,Male,12,1,1,0,0,1
52,1,F,Male,1,3,0,0,0,1
34,0,M,Male,5,2,1,0,0,1
26,0,M,Male,0,1,0,1,1,1
25,1,F,Male,5,101,0,0,0,1
30,0,F,Male,4,7,1,1,0,1
57,1,M,Male,16,12,1,1,0,1
34,0,F,Male,1,1,1,1,1,1
22,1,F,Male,3,16,1,0,1,1
41,1,F,Male,19,42,0,0,0,0
41,1,F,Male,1,57,0,1,1,1
48,0,F,Male,9,1,0,1,0,1
47,1,F,Male,22,3,0,1,0,0
29,1,F,Male,17,15,1,0,1,0
24,0,M,Male,0,0,0,0,1,1
26,1,F,Male,3,33,1,1,0,0
20,1,F,Male,0,1,0,0,1,1
49,0,F,Male,3,0,0,0,0,1
41,0,M,Female,0,1,1,1,1,1
36,0,F,Male,1,0,0,1,1,1
22,1,F,Male,2,1,1,1,1,1
38,0,M,Male,1,8,1,1,1,1
33,0,M,Female,0,1,1,1,0,1
27,1,F,Male,0,27,0,0,0,0
20,1,M,Male,3,1,0,1,0,1
33,1,F,Male,2,0,0,1,1,1
41,1,F,Male,1,0,0,1,1,1
38,1,F,Male,2,7,0,0,1,1
26,1,F,Female,4,0,1,1,0,1
36,1,F,Male,16,0,1,0,1,1
51,1,M,Male,8,3,1,0,0,1
28,1,F,Male,1,0,0,1,1,1
24,1,M,Male,2,24,1,1,1,0
22,1,F,Male,0,0,1,1,1,1
27,1,F,Male,4,50,1,1,0,1
55,1,F,Male,5,3,1,1,1,1
37,0,F,Male,3,2,0,0,0,1
58,0,M,Female,1,-1,0,1,0,1
48,0,M,Female,0,0,1,0,0,1
59,0,F,Male,2,18,0,0,0,1
54,0,M,Female,1,3,0,0,1,1
30,0,M,Female,7,17,0,0,1,1
38,0,F,Male,1,0,0,0,1,1
31,0,F,Male,0,0,1,0,0,1
22,0,F,Male,3,0,1,0,0,1
20,1,F,Male,0,1,0,0,1,1
25,1,F,Male,1,1,1,0,0,0
55,0,F,Male,0,0,1,1,0,1
59,1,F,Male,20,198,0,0,0,1
32,0,F,Male,8,1,1,0,1,0
32,1,F,Male,5,0,1,0,1,1
52,1,F,Male,17,29,1,1,0,1
39,0,M,Male,0,0,1,1,0,1
27,1,F,Female,10,14,1,1,0,0
31,1,F,Male,4,1,0,1,1,0
34,0,M,Female,3,10,0,1,1,1
51,1,F,Male,0,2,1,0,1,1
22,1,F,Male,1,17,0,0,1,1
33,0,F,Female,0,1,0,0,0,1
30,0,M,Male,0,0,0,1,0,1
61,0,M,Male,1,0,0,1,1,1
23,0,M,Male,0,0,1,0,1,0
32,0,M,Male,0,6,0,1,1,1
41,0,M,Male,9,2,1,1,0,0
21,0,F,Female,0,0,1,0,0,1
45,0,F,Female,0,0,1,0,1,1
21,1,F,Male,3,6,1,0,1,0
26,0,F,Male,1,1,1,1,0,1
21,1,F,Male,1,1,1,1,1,1
26,0,M,Male,0,0,1,1,0,1
28,0,F,Male,2,0,0,1,0,1
25,0,F,Male,0,0,1,1,0,1
53,0,F,Female,0,1,1,0,1,1
26,0,F,Male,1,1,1,0,1,1
35,0,F,Male,1,0,1,0,0,1
40,1,F,Female,15,65,1,0,1,1
23,0,F,Male,0,1,1,0,0,1
30,1,M,Male,6,0,0,1,1,1
20,1,F,Male,1,5,0,0,0,0
52,0,F,Male,0,0,0,0,1,1
34,1,M,Male,0,29,0,1,0,1
40,0,M,Male,3,40,0,1,0,1
24,1,F,Male,5,1,1,0,1,1
22,0,F,Male,0,-1,0,0,1,1
24,1,F,Male,8,12,0,1,0,1
52,0,M,Male,0,0,1,0,1,1
21,1,F,Male,0,4,0,0,1,0
31,0,M,Male,1,1,1,0,0,1
36,0,M,Female,2,0,1,0,0,1
57,0,M,Male,0,1,0,1,1,1
39,1,F,Female,0,1,0,0,0,1
30,0,M,Male,0,0,0,0,1,1
19,1,F,Female,1,434,1,1,0,0
29,0,M,Male,8,5,1,0,0,0
24,0,F,Male,1,0,1,0,1,1
22,0,F,Male,3,128,1,1,0,1
27,0,F,Male,0,1,0,0,0,1
50,0,F,Male,1,0,0,1,1,1
23,0,M,Female,2,0,0,1,1,1
29,0,F,Male,7,1,1,0,0,0
34,1,F,Female,12,3,0,0,1,0
24,0,M,Male,1,0,1,0,1,1
58,0,M,Male,10,0,0,1,0,1
43,1,F,Male,0,1,1,1,1,1
46,1,F,Male,2,0,0,1,1,1
23,0,F,Female,0,0,1,0,0,1
29,0,F,Female,0,0,1,0,1,1
43,1,F,Male,0,0,1,0,1,1
26,1,M,Male,1,13,1,0,1,1
32,1,F,Female,2,32,0,1,0,0
21,0,F,Male,0,0,1,0,0,1
21,0,M,Female,0,1,1,1,0,1
23,1,M,Male,4,11,1,0,1,0
44,0,F,Male,6,-1,0,1,0,1
54,0,M,Male,2,39,0,1,1,1
29,1,F,Male,10,0,1,0,1,1
31,0,F,Male,15,104,1,1,0,0
26,0,F,Male,2,8,1,0,1,1
25,1,F,Male,0,0,0,1,0,1
26,0,M,Female,0,-1,1,0,0,1
36,0,F,Male,12,13,0,1,0,1
49,0,F,Male,0,0,1,1,1,1
51,0,M,Male,1,1,0,1,0,1
43,1,M,Male,2,4,0,0,0,1
21,1,F,Male,1,0,1,0,0,0
24,1,M,Male,0,15,1,0,0,0
23,0,M,Female,1,-1,1,1,1,1
22,0,F,Female,1,0,0,0,1,1
26,0,F,Male,3,1,1,0,0,1
37,1,F,Female,2,1,0,0,0,0
21,0,F,Male,1,108,1,0,1,0
30,1,F,Male,14,64,1,1,0,0
46,0,F,Female,0,0,0,1,1,1
36,0,F,Male,0,0,0,1,0,1
51,0,M,Male,2,1,1,0,0,1
37,1,M,Male,3,0,1,1,0,1
28,1,F,Female,7,6,0,1,1,1
51,0,F,Male,4,1,1,1,1,1
33,1,F,Male,0,0,0,1,1,0
29,1,F,Male,3,0,1,0,1,1
58,0,M,Male,0,1,1,1,1,1
20,1,F,Male,2,58,1,1,1,1
46,0,F,Male,1,0,0,0,0,1
23,0,M,Male,0,12,1,1,1,1
27,0,M,Female,0,0,0,1,0,1
26,1,M,Male,1,29,1,0,1,1
45,1,F,Male,6,241,0,0,1,1
24,1,F,Male,0,0,1,0,1,1
25,0,F,Male,2,26,1,1,1,1
27,0,M,Male,5,1,0,1,0,0
24,1,F,Female,0,0,1,0,1,1
33,1,F,Male,0,0,1,0,1,1
49,1,F,Male,0,1,0,0,1,1
45,0,F,Male,1,128,0,1,1,1
51,0,F,Male,0,35,0,0,1,1
40,0,F,Male,0,22,0,0,0,1
30,1,F,Male,19,9,1,0,1,0
29,0,F,Male,2,3,0,0,0,1
26,1,F,Male,7,2,1,0,1,0
28,1,M,Male,0,2,0,1,1,1
51,0,M,Male,0,-1,0,1,0,1
23,0,F,Male,1,2,1,1,0,1
49,0,M,Male,4,35,1,1,1,1
35,0,F,Male,0,0,1,1,1,1
27,1,M,Male,1,21,0,1,0,1
22,1,F,Male,5,19,1,1,0,0
29,0,F,Male,7,2,1,0,0,1
23,0,F,Male,2,0,0,0,1,1
20,1,M,Male,0,0,0,1,0,0
24,0,F,Female,0,0,0,1,1,1
36,0,F,Male,1,95,0,1,0,1
25,1,M,Male,1,3,0,0,1,1
22,1,F,Male,0,10,0,0,0,1
33,0,M,Female,3,1,1,1,0,1
60,0,M,Male,3,0,1,1,1,1
22,1,F,Male,1,6,1,1,1,1
26,0,F,Female,1,1,1,1,1,1
46,1,F,Male,17,6,1,1,1,0
30,0,F,Male,0,10,0,1,0,1
41,1,F,Male,13,0,1,0,0,0
58,1,F,Male,5,1,0,0,0,1
47,0,F,Female,0,0,0,1,0,1
57,1,F,Male,14,19,0,1,0,1
46,0,M,Female,7,18,1,1,0,0
27,1,F,Male,7,34,1,0,1,0
28,0,M,Female,1,1,0,1,1,1
25,1,F,Male,4,31,1,1,0,1
52,0,F,Male,1,0,1,0,0,1
31,0,F,Male,0,81,0,0,0,1
23,1,F,Male,0,14,1,0,0,0
33,0,F,Male,2,258,1,0,1,1
23,0,F,Male,0,1,1,1,0,1
44,1,F,Male,0,21,0,0,0,1
22,0,F,Male,0,1,0,1,1,1
42,0,F,Male,1,1,1,1,0,1
46,0,F,Male,0,78,0,1,1,1
31,0,F,Male,3,0,1,1,0,1
26,0,F,Male,0,0,1,1,1,0
33,1,F,Male,0,0,0,0,0,1
48,0,F,Female,0,1,0,0,1,1
26,0,M,Male,0,0,0,1,0,1
53,1,F,Male,8,5,1,1,1,1
52,0,F,Female,0,0,1,1,1,1
22,1,F,Male,3,319,1,1,0,0
35,0,F,Male,0,1,1,1,1,0
29,1,F,Male,7,1,1,1,0,1
55,1,M,Male,3,69,1,1,0,1
26,0,F,Male,6,1,1,1,1,1
41,1,M,Male,1,2,0,0,0,1
30,0,M,Male,0,0,0,0,1,1
70,0,F,Female,1,1,1,1,1,1
27,0,F,Male,0,43,0,0,0,1
38,0,F,Female,0,25,0,0,1,1
21,0,M,Male,2,27,0,1,1,0
33,0,M,Male,0,1,0,0,1,1
32,0,F,Male,2,0,0,0,0,1
35,1,M,Male,2,34,0,0,1,1
24,0,M,Male,2,0,0,1,0,1
67,0,F,Male,0,0,0,0,1,1
33,1,F,Male,3,7,1,1,0,1
63,0,M,Male,2,1,1,0,0,1
25,1,F,Male,4,33,0,1,0,0
24,0,M,Male,0,1,1,1,0,1
47,1,F,Male,13,0,1,1,0,1
25,1,F,Male,8,0,1,0,1,0
38,0,F,Male,12,0,0,1,0,1
28,0,M,Female,5,2,1,1,0,0
31,0,F,Male,0,1,0,0,0,1
35,0,F,Male,0,0,0,0,0,1
54,0,F,Male,3,0,0,1,0,1
71,0,F,Male,8,24,1,0,1,1
49,0,F,Male,1,5,1,1,1,1
25,0,F,Male,0,2,1,0,1,1
46,0,F,Female,1,29,0,1,1,1
48,0,F,Male,4,1,0,1,1,1
24,0,M,Male,7,1,1,0,0,0
33,1,M,Female,0,0,0,0,0,1
28,1,M,Female,6,30,0,0,1,0
37,1,F,Male,0,35,0,0,1,1
52,1,F,Male,16,0,1,0,0,0
41,1,F,Male,0,1,0,1,0,1
24,0,M,Female,0,0,0,0,0,1
37,0,M,Male,3,0,1,0,0,1
60,0,F,Male,0,2,1,0,1,1
31,1,F,Male,11,0,1,1,0,1
48,0,M,Male,0,1,0,1,1,1
60,0,F,Male,4,6,0,1,0,1
36,1,F,Male,2,-1,1,0,0,1
63,1,M,Male,0,3,0,1,0,1
34,0,F,Male,0,0,0,1,1,1
25,1,M,Male,0,0,0,0,0,1
23,1,F,Male,1,22,1,1,0,1
38,1,F,Male,0,0,1,0,1,1
61,0,F,Male,5,12,1,0,1,1
32,0,M,Female,3,1,1,1,1,1
52,0,F,Male,1,3,0,0,0,1
20,0,M,Male,0,0,0,1,1,1
47,1,M,Female,21,21,1,0,1,0
47,0,F,Male,3,0,0,0,1,1
42,0,F,Female,16,24,1,1,0,1
30,1,M,Male,2,0,0,0,0,1
29,0,M,Female,0,0,0,1,1,1
24,1,F,Male,1,0,1,1,1,1
50,0,F,Male,8,11,0,1,0,1
65,0,F,Female,0,0,1,0,0,1
42,1,F,Male,2,0,0,0,1,1
39,0,F,Male,1,29,0,1,0,1
23,1,F,Male,3,3,0,0,1,1
20,1,F,Male,0,1,1,1,0,1
23,0,F,Male,2,0,1,0,0,1
31,1,F,Male,0,1,1,0,0,0
55,0,M,Female,0,1,0,1,0,1
28,1,F,Male,7,1,1,1,0,0
36,0,M,Female,1,0,1,1,0,1
21,0,F,Male,0,28,0,1,0,1
24,0,F,Male,1,33,1,1,1,1
26,1,F,Male,8,1,1,0,0,1
35,1,M,Male,0,1,1,0,1,0
25,0,F,Male,1,266,0,0,1,1
47,0,M,Male,2,1,0,0,0,1
23,0,M,Male,6,34,0,1,1,0
41,0,M,Male,0,0,0,1,1,1
21,1,F,Male,1,59,1,1,0,0
50,0,F,Male,1,0,1,0,0,1
24,1,F,Female,0,0,1,0,0,1
47,1,F,Male,28,33,0,0,0,0
55,0,F,Male,1,0,1,0,0,1
43,0,M,Male,0,0,0,0,1,1
26,1,F,Male,8,14,1,0,0,0
62,0,F,Male,0,3,0,1,0,1
45,0,F,Male,8,1,0,1,1,1
31,1,M,Male,0,0,0,1,0,1
57,1,F,Male,1,25,1,1,0,1
49,1,F,Male,10,9,1,0,0,1
35,1,M,Male,5,2,0,0,0,1
41,0,M,Male,0,3,1,1,1,1
22,1,M,Male,0,0,0,0,0,1
32,0,F,Male,9,56,1,0,0,0
52,0,M,Male,2,1,0,1,1,1
47,0,M,Male,3,63,0,0,1,1
29,1,F,Male,5,2,1,0,0,1
48,0,M,Male,0,-1,0,0,1,1
35,0,F,Male,5,0,0,1,1,1
20,1,F,Male,0,0,0,1,0,1
25,0,F,Male,7,18,1,1,1,1
58,0,M,Female,2,1,0,0,1,1
21,0,M,Male,0,0,0,1,0,1
21,1,F,Male,4,219,1,0,1,0
30,1,F,Female,9,4,0,1,1,1
67,0,M,Male,0,0,0,1,1,1
22,1,F,Male,12,35,1,1,0,0
40,0,F,Male,1,1,1,0,1,1
29,0,F,Female,5,1,1,0,1,1
65,0,F,Female,1,-1,0,1,0,1
40,0,M,Female,2,3,0,0,0,1
32,0,F,Male,1,15,0,0,0,1
22,0,F,Male,1,0,0,1,1,1
33,0,M,Male,2,1,1,0,0,1
56,0,M,Male,1,2,0,0,0,1
43,0,F,Female,0,0,0,0,0,1
29,1,F,Female,11,34,0,1,1,0
27,1,M,Male,0,-1,0,0,0,1
50,0,F,Male,1,1,0,1,1,1
30,1,F,Male,10,7,1,1,1,1
23,1,M,Male,0,0,0,0,1,1
36,0,F,Male,0,3,0,0,0,1
64,0,F,Male,0,108,0,0,0,1
37,1,F,Male,26,1,1,0,0,0
28,0,F,Male,11,26,1,0,1,0
23,0,M,Female,0,0,1,0,0,1
30,0,M,Male,0,56,0,1,1,1
36,0,M,Female,0,0,1,1,0,1
34,1,F,Male,21,33,1,1,0,0
30,1,F,Male,1,0,0,0,1,1
30,0,M,Male,0,0,0,0,0,1
51,0,M,Male,4,0,0,0,1,1
49,1,F,Male,7,3,0,1,0,1
21,0,F,Male,2,2,0,0,1,1
22,1,M,Male,0,9,0,1,1,1
31,0,F,Female,0,-1,1,1,0,1
38,1,F,Male,5,3,0,1,0,1
25,1,F,Male,15,2,1,0,0,0
31,1,F,Female,2,1,0,1,0,1
52,0,F,Female,6,6,0,0,0,1
25,0,M,Male,5,10,0,0,0,0
80,0,M,Male,0,0,0,1,0,1
27,0,F,Male,1,0,1,1,1,1
56,0,M,Female,0,3,1,0,0,1
29,0,M,Male,0,1,1,0,0,1
36,0,M,Female,1,-1,1,1,1,1
22,0,M,Male,4,0,1,0,0,1
22,0,F,Male,1,0,1,0,1,1
24,1,M,Female,2,14,1,1,1,1
51,0,F,Male,3,-1,1,0,1,1
21,0,F,Male,0,0,0,1,0,1
24,1,F,Male,1,0,1,0,1,1
30,1,M,Male,0,0,0,0,0,1
38,1,F,Male,19,0,1,0,0,0
58,1,F,Male,7,185,0,1,0,1
50,0,F,Male,0,2,0,0,1,1
29,0,M,Male,0,0,1,1,0,1
21,1,F,Male,1,2,1,0,1,0
