age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,response
37,0,F,0,Male,9,2,1
23,1,F,0,Male,1,1,1
25,0,M,1,Male,1,1,1
40,0,F,1,Male,20,1,1
32,1,F,0,Female,2,0,1
20,1,F,1,Male,2,10,1
33,1,M,1,Male,5,1,0
51,1,F,1,Male,12,151,0
25,0,F,1,Male,2,1,1
28,1,F,0,Male,0,1,1
34,0,F,1,Male,5,4,1
27,1,M,1,Male,2,7,1
27,1,F,1,Male,5,1,0
22,1,M,1,Male,1,1,1
24,1,M,0,Male,3,1,1
38,1,F,1,Male,2,2,1
56,0,M,0,Male,0,1,1
23,1,F,1,Female,2,1,1
32,1,F,0,Male,5,65,1
55,0,M,0,Male,27,1,1
21,1,M,0,Female,0,0,1
44,0,M,0,Male,0,1,1
23,0,M,0,Male,0,0,1
51,0,M,0,Male,4,0,1
31,1,F,1,Male,4,4,1
25,1,F,0,Male,9,87,0
31,1,M,0,Male,6,1,1
32,0,F,1,Male,12,1,0
34,1,F,1,Male,0,10,1
24,0,M,1,Male,0,1,1
37,1,F,0,Male,0,2,1
21,1,F,0,Male,1,5,1
30,1,F,1,Male,1,1,1
38,0,M,1,Male,8,1,1
43,0,F,1,Female,0,-1,1
44,0,M,1,Male,0,0,1
33,0,F,1,Female,0,1,1
24,0,F,1,Male,5,-1,1
24,1,M,1,Male,2,1,1
25,0,F,0,Male,1,0,1
38,0,F,1,Male,9,2,1
20,1,M,1,Male,0,4,0
48,1,M,1,Male,11,56,1
29,1,M,0,Female,0,1,1
49,0,F,0,Female,8,8,1
58,0,F,1,Female,4,1,1
21,0,M,1,Male,0,0,0
45,1,M,1,Male,13,6,1
29,0,M,0,Male,0,0,1
44,0,M,0,Male,2,-1,1
55,1,M,0,Male,0,-1,1
51,1,M,0,Male,2,0,1
42,1,F,0,Male,2,0,1
39,1,F,1,Male,19,179,0
30,1,F,0,Male,13,1,0
37,1,F,0,Male,2,51,1
30,0,F,1,Male,14,5,1
45,0,F,0,Male,1,-1,1
31,0,M,0,Male,0,0,1
23,1,M,0,Male,6,5,1
23,1,F,1,Male,1,1,0
25,0,M,1,Male,0,7,1
30,0,F,1,Male,3,0,1
61,1,M,0,Male,3,0,1
27,1,F,1,Male,1,0,1
58,1,M,1,Male,12,3,1
33,0,M,1,Female,3,1,1
56,0,F,1,Male,6,1,1
30,0,M,0,Male,0,0,1
23,1,F,0,Male,2,15,1
28,0,F,0,Male,0,1,1
34,0,M,0,Male,3,5,1
26,0,M,1,Male,5,1,1
24,1,F,1,Male,6,1,0
37,0,F,0,Female,1,1,1
19,1,F,1,Male,2,1,0
27,0,F,0,Male,2,1,1
69,1,M,0,Male,0,0,1
21,1,F,1,Male,0,1,1
23,1,F,1,Male,3,91,0
21,0,F,1,Male,1,22,1
41,0,F,0,Female,0,1,1
50,0,F,0,Male,3,14,1
23,0,F,1,Male,0,1,1
25,0,F,1,Male,6,6,1
58,0,M,0,Male,0,0,1
26,0,F,0,Male,4,-1,1
29,1,M,0,Male,0,0,1
50,1,M,0,Male,1,5,1
30,0,F,1,Male,10,93,0
20,1,F,0,Male,2,21,0
25,1,M,0,Male,0,0,1
26,0,M,0,Male,0,0,1
36,1,F,1,Male,2,-1,1
58,0,M,0,Female,1,-1,1
39,0,F,1,Male,1,4,1
45,0,M,0,Female,0,1,1
43,0,F,0,Male,1,1,1
28,1,F,1,Male,10,20,1
31,1,F,0,Male,1,17,0
51,0,F,1,Male,2,24,1
45,0,F,0,Male,1,128,1
30,0,M,0,Male,0,1,1
23,1,M,0,Male,3,35,0
24,0,M,1,Male,2,3,1
26,0,F,0,Male,1,5,1
32,0,F,1,Male,0,24,1
31,0,M,1,Male,0,1,0
52,0,F,0,Male,10,149,1
39,0,M,0,Male,2,0,1
22,1,F,0,Male,5,4,0
32,1,M,1,Male,9,23,1
27,1,F,0,Female,1,25,1
41,0,F,1,Male,8,1,1
61,0,M,1,Male,14,1,1
46,0,F,0,Female,1,25,1
25,0,M,0,Female,0,0,1
33,0,F,1,Male,0,141,0
25,0,F,0,Male,1,59,0
25,1,F,0,Male,24,0,0
23,1,F,0,Male,3,3,1
35,0,M,0,Female,0,0,1
21,1,F,0,Male,0,1,0
21,1,M,1,Male,1,1,1
26,0,M,1,Female,0,1,1
20,1,M,1,Female,0,4,1
23,1,F,1,Female,0,2,1
27,1,M,0,Male,7,2,0
23,0,M,1,Male,0,1,1
59,0,F,1,Male,3,8,1
42,0,M,1,Male,0,-1,1
26,1,F,0,Male,0,0,1
32,0,F,0,Male,3,120,1
23,0,F,1,Male,0,0,1
23,1,F,1,Male,3,1,1
22,0,F,1,Male,6,1,0
24,1,M,1,Male,1,2,1
40,0,M,1,Male,0,2,1
23,0,F,1,Male,0,1,1
30,0,M,1,Male,5,0,1
26,1,F,1,Male,2,4,1
36,1,F,1,Male,17,15,0
48,1,F,0,Female,4,1,1
33,0,F,1,Female,0,2,1
25,1,M,1,Male,7,0,1
23,1,M,1,Male,2,80,0
23,0,M,1,Female,0,1,1
21,0,M,1,Male,0,0,1
26,1,F,0,Male,3,0,1
34,1,F,1,Male,10,0,0
24,1,F,1,Male,1,1,1
34,1,F,1,Male,6,13,0
64,0,M,1,Male,13,1,1
43,0,M,1,Male,8,1,1
33,0,F,1,Male,4,1,0
33,0,F,0,Female,2,0,1
20,1,F,1,Male,0,2,1
35,1,M,0,Male,5,2,1
41,0,M,1,Male,9,0,0
32,0,F,1,Female,11,0,1
55,0,M,0,Male,0,0,1
21,1,F,1,Male,2,0,0
47,0,M,0,Male,2,27,1
33,0,F,0,Female,2,-1,1
25,0,M,1,Male,0,0,1
36,0,F,1,Female,1,1,1
35,0,F,1,Male,0,1,1
32,1,F,1,Male,16,0,0
34,1,M,0,Male,1,-1,1
21,1,F,1,Male,0,8,0
39,0,M,0,Male,0,0,1
30,1,F,1,Male,7,38,0
23,0,F,1,Male,0,3,1
42,0,F,1,Male,1,1,1
21,1,F,1,Male,3,6,0
21,1,F,1,Male,0,0,1
31,1,M,0,Male,3,1,1
30,0,M,1,Male,4,5,0
22,0,F,1,Male,0,1,1
23,0,F,1,Male,2,76,0
27,1,M,1,Male,11,2,0
48,0,F,0,Male,1,0,1
21,1,F,1,Female,0,1,0
25,1,F,0,Male,2,0,1
27,1,M,0,Male,1,28,1
37,1,M,0,Male,1,1,1
27,1,F,0,Male,7,0,0
25,0,F,0,Female,0,0,1
31,1,F,1,Male,7,54,1
57,0,M,0,Male,0,1,1
24,1,F,0,Male,8,35,0
28,1,F,1,Male,6,0,0
52,0,M,1,Male,4,4,1
24,0,F,0,Female,2,2,1
30,0,F,0,Male,0,0,1
49,1,M,0,Male,4,17,1
39,0,M,0,Female,0,2,1
20,1,F,1,Male,0,209,0
20,1,F,1,Male,0,0,0
24,1,F,1,Male,1,57,1
53,0,M,0,Male,0,0,1
37,0,F,1,Female,2,0,1
23,1,F,1,Male,1,1,1
29,0,M,1,Male,4,0,1
25,0,M,0,Male,0,-1,1
25,0,M,0,Male,5,10,0
34,1,M,1,Male,2,23,1
45,0,M,1,Male,2,28,1
39,1,M,1,Male,19,0,1
22,1,F,1,Male,1,0,0
50,1,F,1,Male,18,248,0
30,0,F,1,Female,4,1,1
23,0,M,0,Male,0,0,1
29,0,F,1,Male,0,1,1
70,0,F,1,Female,1,1,1
26,0,M,0,Female,0,0,1
37,0,M,0,Male,2,0,1
30,1,M,1,Male,4,15,0
21,1,M,1,Male,0,97,0
27,1,M,1,Male,5,0,1
20,1,M,1,Male,0,2,1
55,1,F,0,Male,33,242,0
33,1,F,1,Male,18,0,0
47,1,F,1,Male,13,0,1
51,1,F,0,Male,8,1,1
26,1,F,1,Male,20,29,0
34,0,F,1,Male,3,0,1
26,0,F,1,Male,2,0,1
24,1,M,1,Male,1,6,0
23,0,F,0,Male,2,0,1
31,0,M,1,Female,0,-1,1
24,1,F,0,Male,3,1,1
59,0,M,0,Female,0,0,1
21,1,F,1,Male,1,59,0
35,0,F,0,Male,12,10,0
39,1,F,1,Female,0,57,1
54,0,M,1,Male,2,0,1
55,0,M,0,Female,0,1,1
22,1,F,1,Male,8,39,1
37,0,F,1,Male,4,1,1
21,1,M,0,Female,0,1,1
45,0,M,1,Male,3,1,1
24,0,M,0,Female,0,23,1
28,0,M,0,Female,1,1,1
53,1,M,1,Male,6,8,1
26,1,F,1,Male,5,0,1
27,1,F,1,Female,3,1,1
33,0,M,1,Female,3,1,1
40,0,F,1,Male,6,1,1
28,0,F,0,Male,11,1,1
54,1,F,1,Male,4,3,1
21,1,F,1,Male,1,86,0
47,0,F,0,Female,0,0,1
48,0,M,1,Female,0,0,1
33,0,M,0,Male,2,0,1
60,0,F,0,Male,0,1,1
43,1,F,0,Male,0,1,1
53,0,M,0,Female,0,0,1
21,1,F,1,Male,1,1,1
24,0,F,0,Male,8,37,0
24,0,F,0,Male,1,1,1
41,1,F,0,Male,0,1,1
27,1,M,1,Male,6,1,1
36,0,F,1,Female,4,0,1
28,0,F,0,Male,1,6,1
29,0,F,0,Male,1,2,1
74,0,M,0,Male,0,0,1
20,1,F,1,Male,1,16,1
40,0,F,0,Male,5,0,1
22,0,F,0,Male,0,0,1
22,1,F,0,Male,0,6,1
20,1,F,0,Male,0,25,1
37,1,M,1,Male,4,1,1
30,1,F,1,Male,15,93,0
28,1,M,1,Male,10,1,1
32,0,F,1,Female,0,0,1
48,0,M,0,Male,2,0,1
29,1,M,1,Male,1,0,1
32,0,F,1,Male,3,1,1
44,1,M,0,Male,0,1,1
51,0,M,1,Male,2,1,1
51,0,F,0,Male,0,1,1
22,0,M,1,Male,0,3,0
33,0,F,1,Male,5,-1,1
38,0,F,1,Male,5,1,1
37,0,F,0,Male,1,2,1
21,1,M,1,Male,3,17,0
25,0,M,0,Male,1,42,1
46,0,M,0,Female,0,-1,1
23,1,F,1,Male,3,0,0
24,1,F,1,Male,0,182,1
26,1,F,1,Female,5,1,1
30,1,F,1,Male,13,474,0
25,1,F,1,Female,5,0,0
45,0,F,0,Male,0,1,1
24,1,F,0,Male,3,0,0
28,0,F,0,Male,0,53,1
31,0,M,1,Male,5,0,0
63,0,M,1,Male,2,1,1
51,0,F,1,Male,3,2,1
26,1,F,0,Female,2,0,0
40,0,M,0,Female,0,0,1
24,0,F,0,Male,8,-1,0
28,0,F,0,Male,2,3,0
53,1,F,0,Male,36,32,1
38,1,M,1,Male,16,33,0
33,0,F,1,Female,5,186,1
23,0,F,1,Male,0,1,1
51,1,M,0,Male,6,18,1
34,1,F,0,Female,10,13,0
22,1,M,1,Male,1,1,1
38,1,F,0,Male,5,0,1
41,1,F,0,Male,0,1,1
32,0,F,0,Male,1,1,1
56,1,F,1,Male,12,1,1
61,1,F,1,Female,1,0,1
21,0,F,0,Male,1,1,1
41,1,F,0,Male,4,0,1
20,0,F,1,Male,0,11,1
25,0,F,0,Male,0,-1,1
49,1,M,0,Female,2,0,1
30,0,F,0,Male,0,5,1
62,0,M,0,Male,0,1,1
27,1,F,1,Male,8,1,1
35,0,F,1,Female,1,1,1
28,1,F,1,Male,8,3,1
31,0,M,0,Male,0,0,1
52,0,F,0,Male,1,24,1
25,0,F,1,Male,2,1,0
27,0,F,0,Female,6,1,0
24,0,F,0,Male,0,0,1
49,0,F,0,Male,2,0,1
20,1,F,1,Male,1,2,0
28,1,M,1,Male,3,8,1
39,0,F,0,Female,0,1,1
24,1,F,1,Female,0,0,1
42,1,F,0,Female,0,0,1
24,0,F,0,Male,1,2,1
21,0,F,1,Male,0,1,1
26,1,F,0,Male,0,1,1
26,0,M,0,Female,2,0,1
60,0,F,1,Male,2,0,1
24,1,F,1,Male,4,1,1
21,1,F,1,Male,0,4,1
53,0,F,0,Male,2,40,1
27,1,M,0,Male,1,1,1
49,1,F,1,Male,3,0,0
22,1,F,1,Male,13,0,0
24,0,M,0,Male,0,0,1
41,0,F,0,Female,0,0,1
24,0,F,1,Female,0,1,1
29,1,M,0,Male,7,1,0
24,0,M,1,Female,0,1,1
35,0,M,1,Male,1,64,1
24,0,F,1,Male,0,0,1
25,1,M,1,Female,0,1,1
25,0,F,0,Male,2,-1,1
34,0,F,1,Female,6,52,1
48,0,M,0,Female,1,0,1
20,0,F,1,Male,0,0,0
35,0,M,1,Male,1,9,1
29,0,F,0,Male,2,1,1
21,0,F,0,Male,0,0,1
53,1,M,0,Male,3,2,1
42,1,F,1,Male,14,1,1
39,0,M,0,Male,0,1,1
38,0,F,1,Female,0,4,1
70,0,F,0,Female,0,0,1
21,1,F,0,Male,1,2,1
22,1,F,1,Male,0,0,0
45,0,M,0,Male,2,2,1
27,1,M,1,Female,0,6,0
35,0,M,1,Male,1,0,1
44,0,F,1,Female,0,0,1
32,1,F,1,Male,14,2,0
43,0,F,0,Male,0,2,1
27,1,F,0,Female,5,1,1
24,1,F,1,Female,0,0,1
24,1,F,1,Male,3,35,0
34,0,F,1,Male,2,12,1
52,0,M,0,Female,0,0,1
59,1,M,0,Male,3,1,1
30,0,F,1,Male,11,0,0
51,0,F,1,Male,3,1,1
40,0,F,1,Male,2,3,1
28,1,F,0,Female,7,1,0
33,0,M,0,Female,0,0,1
48,1,M,0,Female,8,23,1
20,1,F,0,Female,0,0,0
33,1,F,1,Male,0,37,0
23,0,F,0,Female,3,5,0
55,0,F,0,Male,0,0,1
26,0,F,0,Male,1,-1,1
35,0,F,0,Male,0,1,1
40,0,F,1,Male,3,13,1
22,1,F,0,Male,0,2,1
52,0,F,0,Male,8,39,1
26,1,F,1,Female,4,0,0
42,0,M,0,Male,0,4,1
30,0,M,1,Male,2,1,1
46,0,M,0,Male,2,3,1
26,0,M,1,Male,2,-1,1
29,0,F,1,Male,2,1,1
32,1,F,1,Male,4,44,1
24,1,F,0,Female,2,1,1
28,0,F,1,Male,0,1,1
42,0,F,1,Female,1,0,1
35,1,M,1,Female,3,0,1
22,1,F,0,Male,0,0,1
26,1,M,1,Male,0,0,1
48,0,M,1,Male,0,1,1
49,1,F,0,Male,1,20,1
24,0,F,1,Male,0,2,1
39,0,F,0,Female,1,39,1
23,1,F,1,Female,0,3,1
52,1,F,1,Male,17,29,1
31,0,M,0,Male,0,0,1
27,0,F,0,Male,0,1,1
21,0,F,1,Male,1,0,1
53,0,F,1,Male,2,0,1
22,0,M,0,Female,0,0,1
21,1,F,1,Male,1,456,0
44,1,F,0,Male,1,0,1
36,1,M,1,Male,5,1,1
48,0,F,1,Male,4,1,1
24,1,M,1,Male,12,36,0
29,0,F,0,Male,1,14,1
45,1,F,1,Male,15,0,1
74,0,M,0,Female,0,0,1
28,0,F,1,Male,2,31,1
33,1,M,1,Male,4,1,1
31,0,F,1,Male,9,0,1
59,0,M,1,Female,0,0,1
28,0,F,1,Male,4,0,1
24,0,M,1,Female,2,30,1
38,0,F,0,Female,0,25,1
21,0,M,1,Male,0,3,1
34,0,F,1,Male,1,1,1
30,0,F,1,Male,1,70,1
24,0,M,0,Female,0,0,1
42,0,M,1,Male,4,0,1
58,0,F,0,Male,2,1,1
22,1,M,1,Male,2,54,0
30,0,F,0,Male,0,5,1
48,1,F,1,Male,10,4,1
27,1,M,1,Male,0,0,1
44,0,F,1,Male,0,1,1
23,1,F,1,Female,1,1,1
30,1,F,1,Male,7,0,0
34,0,F,1,Male,1,1,1
42,1,M,1,Male,1,6,1
23,0,M,0,Male,1,0,1
23,1,F,0,Female,0,1,1
22,0,M,0,Female,0,1,0
21,1,F,1,Male,1,0,0
25,0,F,0,Female,0,0,1
38,0,F,0,Male,0,7,1
44,0,F,0,Male,3,0,1
38,0,F,0,Male,2,0,1
37,0,F,1,Female,7,1,1
37,1,F,1,Male,10,0,1
29,1,F,1,Male,1,1,1
39,0,F,1,Female,1,0,1
36,0,M,0,Male,0,0,1
36,0,M,1,Female,1,1,1
30,0,F,0,Male,1,1,1
50,0,F,1,Male,7,0,1
41,1,F,1,Male,14,0,1
43,1,F,1,Male,18,9,1
44,0,F,1,Male,0,2,1
42,0,M,0,Male,1,0,1
24,1,F,0,Male,0,0,1
30,0,M,0,Male,0,0,1
41,0,M,0,Male,3,0,1
22,0,F,0,Female,1,1,1
28,0,F,1,Male,0,0,1
35,0,F,1,Male,1,0,1
57,0,M,0,Male,0,0,1
26,1,F,0,Male,1,1,1
24,1,M,0,Male,0,0,1
38,0,F,1,Male,3,1,1
27,1,F,0,Female,2,62,1
30,1,M,0,Female,3,1,1
22,0,F,1,Male,0,-1,1
30,0,F,1,Male,1,0,1
26,1,M,1,Male,3,2,1
46,0,F,0,Male,0,78,1
39,1,F,0,Male,17,181,1
36,0,M,0,Female,0,0,1
21,1,F,1,Male,1,1,0
26,1,F,1,Female,3,0,0
30,0,F,1,Male,8,0,1
26,1,M,0,Male,9,1,1
21,1,F,0,Male,2,1,1
58,0,F,0,Male,2,5,1
25,0,F,1,Male,9,12,1
23,1,F,1,Male,3,1,0
36,1,M,1,Male,4,2,1
21,0,F,1,Male,0,46,1
54,1,F,1,Male,10,0,1
37,1,F,0,Male,1,-1,1
42,0,F,1,Male,0,1,1
31,1,F,1,Male,2,3,1
33,1,F,0,Male,0,83,1
34,0,M,0,Male,0,0,1
28,1,F,1,Male,11,1,0
21,1,M,1,Male,0,1,0
47,1,M,0,Male,13,66,1
29,0,F,0,Male,0,-1,1
58,1,F,1,Male,16,68,1
22,1,F,1,Male,0,1,1
47,0,F,0,Male,3,0,1
59,1,F,0,Male,20,198,1
53,0,F,0,Male,8,13,1
28,0,M,1,Female,5,2,0
29,0,F,0,Male,1,2,1
29,1,F,1,Male,4,1,1
63,0,M,0,Female,0,0,1
23,1,M,0,Male,2,19,1
42,1,F,1,Male,6,0,0
41,0,M,0,Male,2,1,1
29,1,F,1,Male,7,1,1
39,1,F,0,Male,0,2,1
23,0,M,1,Female,0,2,1
37,0,M,0,Female,0,0,1
28,0,F,1,Male,4,1,1
69,0,M,0,Male,0,0,1
40,0,F,0,Female,0,0,1
33,1,F,1,Male,14,2,0
44,0,M,0,Female,1,4,1
23,0,F,0,Male,2,2,1
23,1,M,1,Male,2,3,1
37,0,M,0,Male,0,0,1
29,0,M,1,Male,2,0,1
32,1,F,0,Male,0,22,1
34,1,F,1,Male,13,1,1
28,0,F,0,Male,1,0,1
29,0,F,0,Male,1,0,1
26,1,F,1,Male,6,1,0
52,1,F,0,Male,2,4,0
51,0,M,1,Male,5,0,1
20,0,F,0,Male,1,0,1
35,0,F,0,Male,1,74,1
39,1,F,1,Female,22,3,0
29,1,F,1,Male,10,0,1
25,1,M,1,Male,2,4,1
44,0,F,1,Female,6,2,1
30,1,F,1,Male,8,1,0
42,0,F,0,Female,0,1,1
62,0,F,0,Male,0,1,1
65,0,F,1,Female,0,0,1
60,1,M,0,Male,0,3,1
48,0,F,0,Male,0,11,1
29,1,F,0,Female,20,56,0
44,0,M,0,Male,4,1,1
36,0,F,1,Male,0,1,0
21,0,M,1,Male,1,15,1
32,0,F,0,Male,0,0,1
22,0,M,1,Male,0,2,1
24,1,F,1,Female,2,3,1
19,1,F,0,Male,2,1,0
32,1,F,0,Male,0,4,1
46,1,M,1,Male,3,20,1
32,1,M,0,Female,1,0,1
26,1,M,1,Male,8,26,1
20,1,F,0,Female,4,2,0
29,0,M,0,Female,0,0,1
34,0,F,1,Male,0,1,0
27,0,M,1,Male,1,2,1
56,0,F,1,Male,16,0,1
37,0,M,0,Male,1,1,1
30,0,M,0,Male,6,0,1
40,1,F,1,Male,15,72,0
52,0,F,0,Male,1,3,1
30,0,F,0,Male,1,28,1
61,0,F,1,Male,11,1,1
25,0,F,0,Male,0,2,1
58,1,F,1,Female,4,1,1
31,0,F,0,Male,6,3,1
48,0,F,0,Male,0,2,1
59,0,M,1,Male,0,1,1
30,0,F,0,Male,1,1,0
35,1,F,1,Male,0,1,1
56,0,M,0,Male,0,0,1
57,1,F,1,Male,28,2,0
24,1,M,1,Male,9,4,0
35,1,M,1,Male,1,1,0
25,1,M,0,Male,3,172,0
26,0,F,1,Female,0,0,1
21,0,F,1,Male,0,2,1
49,0,F,0,Male,0,1,1
50,1,F,0,Female,1,0,1
32,0,F,0,Male,0,0,1
27,1,M,0,Male,1,21,1
31,0,M,1,Female,2,2,1
39,0,F,0,Male,1,29,1
30,0,F,0,Male,7,1,0
22,0,F,1,Male,0,1,1
24,0,F,1,Male,0,2,1
54,0,F,0,Male,7,0,1
22,1,F,1,Male,2,30,0
22,1,F,0,Male,1,17,1
42,1,M,1,Male,1,17,1
37,0,F,1,Male,7,1,1
30,0,M,0,Male,1,0,1
22,1,F,1,Male,0,13,1
25,1,F,0,Male,0,20,1
34,1,M,1,Male,21,5,0
23,0,F,0,Male,2,0,1
67,1,F,0,Male,0,24,1
29,0,M,0,Male,1,0,0
36,0,F,0,Male,1,0,1
31,0,F,1,Male,2,0,1
29,0,F,0,Female,1,1,1
47,1,F,0,Female,28,117,0
22,0,M,0,Female,0,-1,1
53,1,F,0,Female,6,10,1
33,1,M,0,Male,2,1,1
29,0,M,1,Male,0,0,1
21,0,F,0,Male,1,0,1
49,0,F,1,Male,1,5,1
23,0,F,1,Male,0,2,1
28,1,F,1,Male,18,12,0
29,1,F,1,Male,11,1,1
28,1,F,0,Female,7,6,1
34,0,M,1,Male,3,1,0
20,0,F,1,Male,0,2,0
23,0,F,1,Male,0,2,1
24,0,F,0,Female,2,0,0
43,1,M,0,Male,0,1,1
33,0,F,0,Male,10,117,0
31,0,F,0,Male,5,1,1
32,0,F,1,Male,1,98,1
45,1,F,0,Male,20,2,1
46,1,F,1,Male,17,6,0
30,1,F,1,Male,2,0,0
36,0,F,0,Male,1,0,1
23,0,M,0,Male,0,2,1
54,0,M,0,Female,1,0,1
24,0,F,0,Male,0,1,1
28,1,F,1,Male,16,1,0
27,1,M,1,Male,4,-1,1
43,1,M,0,Female,22,26,0
44,1,F,1,Female,11,15,0
28,0,F,0,Male,1,1,1
22,0,M,1,Female,0,7,1
38,0,F,0,Female,0,2,1
30,0,M,0,Female,1,0,1
29,1,F,1,Male,7,4,1
26,1,F,1,Female,5,6,0
42,1,M,1,Female,0,0,1
26,1,M,1,Male,1,13,1
47,1,F,1,Male,7,1,1
58,1,F,0,Male,5,1,1
21,0,F,0,Male,0,2,1
27,0,F,0,Female,0,0,1
27,1,M,1,Male,2,15,1
59,1,F,1,Male,8,8,0
26,0,F,0,Male,2,0,1
22,1,F,1,Female,1,1,1
32,0,F,1,Male,14,1,0
22,0,F,1,Female,0,-1,1
21,0,M,1,Male,0,1,0
35,1,F,1,Male,10,22,1
46,1,F,0,Male,0,0,1
28,1,F,0,Male,16,29,0
22,0,F,0,Male,0,0,1
29,0,F,0,Male,2,2,1
19,1,F,0,Female,2,22,0
18,1,F,1,Male,4,23,1
20,1,F,1,Male,0,0,1
27,1,F,1,Male,1,168,1
36,0,F,0,Male,6,0,1
22,0,M,0,Female,0,0,1
56,0,F,1,Male,0,6,1
29,1,M,1,Male,0,1,1
24,1,F,1,Male,15,2,0
47,0,M,0,Male,2,1,1
28,1,M,0,Male,1,0,1
43,0,F,0,Male,1,1,1
26,1,F,0,Male,4,2,1
44,0,M,0,Male,0,0,1
37,1,F,1,Male,2,0,1
38,0,F,1,Male,0,1,1
34,0,F,1,Male,1,0,1
29,0,M,1,Male,0,1,1
24,1,F,1,Male,2,1,1
33,0,F,0,Male,3,1,1
26,1,F,1,Male,9,2,0
23,1,M,0,Male,1,0,1
34,1,F,1,Male,3,33,1
39,0,F,1,Male,4,40,1
49,1,F,0,Male,7,12,1
47,0,F,0,Male,3,2,1
39,0,M,1,Male,0,0,1
42,0,F,0,Female,0,1,1
29,1,M,1,Male,0,1,1
48,0,M,0,Male,0,1,1
28,1,F,1,Male,9,1,0
28,1,F,1,Male,5,2,1
51,0,F,1,Male,1,0,1
48,1,F,1,Male,14,142,0
29,1,F,0,Male,0,6,1
28,0,F,0,Male,4,190,1
52,1,F,1,Male,3,24,1
21,0,M,0,Male,1,0,1
47,1,M,0,Male,0,3,1
63,1,F,0,Male,10,2,1
50,0,M,0,Male,0,0,1
49,0,M,0,Male,12,21,1
48,0,F,0,Female,0,1,1
21,0,F,1,Male,1,108,0
45,1,F,1,Male,0,0,1
42,1,F,1,Female,8,1,0
25,0,F,1,Male,0,34,1
23,1,F,1,Male,5,1,1
29,0,M,0,Female,0,-1,1
41,1,F,0,Male,2,161,0
25,0,F,1,Male,0,0,1
28,1,F,1,Male,5,0,1
69,1,F,1,Male,1,1,1
26,1,F,0,Female,3,1,1
27,0,F,1,Female,8,3,1
29,0,M,0,Male,0,-1,1
54,0,F,0,Male,1,0,1
26,0,M,0,Male,2,-1,1
27,1,F,0,Male,0,54,1
39,0,F,0,Male,3,0,1
28,1,M,1,Female,9,12,0
21,0,F,1,Male,0,0,1
40,1,F,0,Male,4,33,1
24,1,F,0,Male,8,0,1
20,1,F,0,Male,0,1,1
44,0,F,0,Male,6,-1,1
21,1,F,1,Male,0,12,1
56,0,F,1,Male,1,1,1
30,1,F,0,Male,1,0,1
23,0,F,0,Male,2,35,1
33,0,M,0,Male,0,0,1
31,0,F,1,Female,10,0,1
58,0,M,0,Male,3,0,1
30,1,F,0,Male,1,0,1
43,0,M,0,Male,0,0,1
32,1,F,1,Male,2,19,0
44,0,M,0,Male,0,1,1
32,1,F,1,Male,21,64,0
20,1,M,1,Male,1,0,1
27,0,M,0,Male,0,2,0
26,1,F,0,Female,4,0,1
22,0,F,0,Male,0,16,0
53,1,F,1,Male,15,80,1
29,0,M,0,Male,0,1,1
24,1,M,1,Male,2,0,1
22,0,F,1,Female,2,2,0
21,1,F,0,Male,1,36,1
42,1,M,1,Male,17,51,1
32,0,M,1,Female,3,1,1
26,0,F,1,Male,0,0,1
22,1,M,0,Male,3,10,0
52,0,M,1,Male,0,0,1
45,1,F,0,Male,6,241,1
37,1,F,0,Male,11,1,0
57,1,F,0,Male,14,19,1
42,0,F,1,Female,2,1,1
27,0,M,0,Male,1,31,1
60,0,F,1,Male,1,0,1
40,0,F,0,Female,0,0,1
53,1,M,1,Male,18,41,1
37,1,F,0,Male,8,0,1
25,0,F,0,Male,1,1,1
43,0,M,1,Female,0,1,1
29,0,M,1,Male,2,0,1
34,0,M,0,Male,3,0,1
30,1,F,0,Male,1,33,0
41,1,F,0,Male,11,118,1
31,0,F,1,Male,5,6,1
23,0,F,0,Male,0,0,1
41,0,M,1,Male,0,0,1
26,1,M,0,Male,0,0,1
35,1,F,1,Female,23,2,0
36,0,F,1,Male,0,0,1
28,1,F,0,Male,3,0,1
31,0,F,1,Male,2,1,1
37,1,F,1,Male,23,1,0
48,0,M,0,Male,1,167,1
24,1,M,1,Male,1,-1,1
21,1,F,1,Male,0,6,0
49,1,F,0,Male,8,3,1
21,0,F,1,Female,0,0,1
26,1,F,1,Male,3,0,1
39,1,F,1,Female,0,2,1
38,0,F,1,Male,0,5,0
40,0,F,1,Male,0,1,1
32,1,F,1,Male,7,51,1
21,0,M,1,Male,1,1,1
26,0,M,0,Male,7,1,1
33,0,F,1,Male,2,258,1
61,1,F,0,Male,1,4,1
43,1,M,0,Male,3,2,1
29,1,M,1,Male,3,60,0
33,0,F,1,Female,0,1,1
51,1,F,1,Male,12,0,0
33,1,F,1,Male,2,28,0
57,0,F,0,Male,3,1,1
23,0,F,1,Male,0,0,1
30,0,M,0,Female,0,1,1
76,0,F,0,Male,0,1,1
31,0,M,1,Male,2,2,1
23,0,F,0,Male,0,2,0
21,0,F,0,Male,0,4,1
26,0,F,0,Male,0,0,1
24,0,F,1,Male,0,-1,1
25,1,F,1,Male,2,0,1
24,0,M,1,Male,0,0,1
60,0,F,1,Male,0,218,1
37,0,M,1,Male,3,80,1
47,1,F,0,Male,2,2,1
40,0,F,0,Male,1,1,1
51,0,M,1,Male,4,7,1
